ISO3,Disease,Participants,DALYs,PBR,log_pbr,income_group,rd_expenditure,total_publications,total_citations,researchers_per_million,doctors_per_10k,hospital_beds,sanitation,uhc_index,gdp_per_capita,hdi,democracy_index,trust_scientists,altruism
CIV,Neglected tropical diseases and malaria,12440.561433333332,2474867.5726073175,0.2346986872595298,-1.4494101624960272,L,-0.7664348184326426,112.92,2443.28,63.99303,1.6373999999999995,8218.7208,-1.1558010247055155,-1.642375017935597,5070.246318122955,-1.4575184880550616,-0.449976269296144,-2.10296397020352,-1.246001112952439
CMR,Neglected tropical diseases and malaria,3106.84243125,2245219.247307012,0.064607526860469,-2.739269591362916,L,-0.5072401214689258,322.64,7905.04,,1.2016,62153.52664999999,-1.2878847399390634,-1.422063638284172,4525.251514428976,-1.2093191975870483,-1.0312803844437304,-2.64376488930736,-0.295999490734029
COD,Neglected tropical diseases and malaria,2857.892075,8415581.101612978,0.0158556612977468,-4.143598172007812,L,-0.4953296767226226,140.12,2689.56,10.10515,1.2394,48492.72640000001,-1.2770076933611387,-1.7525307077613093,1285.819981235234,-1.6878830989684863,-1.0872347912493805,-1.16608350471377,-1.3642235370507303
COG,Neglected tropical diseases and malaria,283.9286888888889,224672.7898061482,0.059003998660778,-2.8299805977824937,L,-0.3642652890923193,66.48,1703.48,83.79845600240002,1.4682,5914.2288,-1.2878847399390634,-1.6148360954791685,7545.451550110282,-0.7305075923229075,-1.266599750843047,-2.339088315164352,-0.6506667630289018
COL,Neglected tropical diseases and malaria,15319.867670588235,86922.12337636422,8.229005121212388,2.107666338173521,LM,-0.5575000287062973,1535.84,34683.2,70.2291404,18.6208,74993.781868,-1.260564016157332,0.6410606357432325,15052.503408239549,0.096080264255694,0.2129280224430147,-0.0768647521525165,0.088223387585417
COM,Neglected tropical diseases and malaria,63618.3455,14630.83163729956,20.0,2.995732773553866,L,-0.5072401214689258,,,,2.6475999999999997,1385.8894456000005,-0.5453913092441633,-1.1833929769951286,3251.4654003313244,-1.1399621104303186,-0.8051313236042283,-1.16608350471377,-0.667555680757229
CUB,Neglected tropical diseases and malaria,1044.0,12375.149199725509,0.605648186653544,-0.5014395004744742,LM,-0.2544546968411825,214.8,5593.84,2055.97578,74.8132,50246.253984,-0.4386190363850955,0.9692327950156672,,0.1949141134540343,-1.6295262505408048,-0.5110288703063032,-0.2453327375490466
CYP,Neglected tropical diseases and malaria,0.1821249999999999,69.8404479068045,0.0001056548620634,-9.064900128981744,H,-0.2176931910684379,465.16,12374.08,1138.2687364,24.4508,2915.2800792,0.8165243500751518,0.4207492560918083,42427.20460720808,0.8961638053851175,0.9855651230843652,0.1135581066868635,0.4302239715840451
CZE,Neglected tropical diseases and malaria,88.0887,1329.5692670601609,0.0511022618962337,-2.9737308517275873,UM,1.1611697366947522,2464.28,83101.08,3115.7949599999997,38.12964,73756.44399880001,1.2863611701080897,0.9462836929686442,40335.77650259335,0.948181620752665,1.142082033232391,1.3551151463196212,-0.7013335162138837
DEU,Neglected tropical diseases and malaria,441.65036428571426,3551.680436539087,0.2562114389506896,-1.3617132124948024,H,2.728296832832491,34293.0,1532108.0,4359.623428000001,39.07,677483.163832,1.515365013659394,1.1138121379119152,57073.37934866153,1.3090861778503635,1.228189648149975,1.4998365190375504,0.8735580619526369
DNK,Neglected tropical diseases and malaria,182.3803,317.2024382804164,0.1058029674102771,-2.2460822017539237,H,2.688188615952814,7153.56,338384.52,6645.832076,37.828,17918.6769232,1.518770655459118,0.8980905786698948,63245.14222976299,1.2768846730990249,1.3472481915197752,1.0732893152373375,1.0128916332113371
DOM,Neglected tropical diseases and malaria,1806.229,27367.820247822463,1.0478345962941034,0.0467352889244887,LM,-0.6163180276179551,76.56,1606.92,23.9788592,15.9652,13655.559303199998,-0.1924475372210277,0.4207492560918083,16818.470743654518,-0.0089461820102115,0.2587795502420891,0.288747136819093,0.3120015474857542
ECU,Neglected tropical diseases and malaria,890.7223333333333,39660.78426552788,0.516728319918723,-0.6602186836389943,LM,-0.465617549869982,328.24,6772.68,240.1625596,15.6632,22522.0236884,-0.2250687763546017,0.487301652028176,12441.051274374971,0.0782455847011063,0.2217874701872428,-0.983277560227966,-1.0180007236200206
EGY,Neglected tropical diseases and malaria,33232.38,181011.98407758737,8.571893410628606,2.1484898095390506,LM,-0.1462666824577513,5285.44,71870.08,621.9283252000001,6.3452,133970.47101199997,-0.6458053506197035,0.4850067418234732,13357.879306684385,-0.2197421861901304,-1.449850433131551,-0.5491134420741792,-1.030667411916266
ESP,Neglected tropical diseases and malaria,4515.350518181817,14449.623588651088,2.619457714024864,0.962971134546762,H,0.7212703352108207,17886.52,638478.0,2728.3601160000003,37.743199999999995,142394.354176,1.3191574531884838,0.8797312970322765,43711.9780393328,0.9521448828759064,1.1705255233585974,1.2256276023088415,-0.4944442740418742
EST,Neglected tropical diseases and malaria,2.3059,725.1328330007474,0.0013377051279735,-6.609352038214897,UM,0.9088682387994828,389.56,18838.48,3225.7261000000003,32.8172,6929.693693999999,1.3200029007099876,0.551559137759841,34147.59681739785,0.88303549960188,1.222438778561617,1.126607715712365,-1.0222229530521023
ETH,Neglected tropical diseases and malaria,53765.7356,1972860.1325654043,1.2724242603256932,0.2409318062814554,L,-0.4948360047777304,1176.0,22007.16,52.3478988,0.5660000000000001,26162.863530400005,-1.6890782080036626,-2.3698615528262392,1821.9964066710625,-1.9155229671721832,-1.2364465427311138,0.3192147942333942,-0.6886668279176381
FIN,Neglected tropical diseases and malaria,574.149125,283.0263472080807,0.3330769889128055,-1.0993515951493944,H,3.215384091565292,4334.96,206147.32,7524.242588000001,34.032000000000004,27518.692702,1.2316545120575315,1.0449648317708449,53891.28379728628,1.2513711731806567,1.1834261227054552,1.3017967458445934,0.4555573481765362
FJI,Neglected tropical diseases and malaria,4845.7449,3115.576599336672,2.8111270226730447,1.03358903590645,LM,-0.8153788655405375,43.68,1989.56,,6.2498000000000005,1773.667734,-0.2303726007898308,0.0443839825206242,10802.049003318796,-0.1568253999836677,-0.9344481748883972,0.0602397062118369,-0.5387776830787335
FRA,Neglected tropical diseases and malaria,261.10307222222224,4088.919467318121,0.1514718412079101,-1.8872895212302927,H,1.9322709532508728,21434.08,1005259.36,4058.14122,32.8628,422344.22919199994,1.2577313164408972,0.9003854888745976,50206.07391192202,1.0217496739153389,1.1953941486055528,1.3017967458445934,-0.5915555509797563
GAB,Neglected tropical diseases and malaria,698.0926764705882,65875.00103575438,0.404979467069474,-0.9038942194496584,UM,-0.1834849309493806,51.88,1594.76,,3.39772,3474.87075,0.1460837543893123,-0.9332477646825736,19483.622283180644,-0.1801095649577127,-0.8352845317161619,-1.9734764261927416,-0.7055557456459655
GBR,Neglected tropical diseases and malaria,3742.5019,3860.898277776415,2.1711106219180487,0.7752434498861427,H,1.7873119443352363,50955.64,2309909.96,4100.1239000000005,26.6688,191846.488844,1.5557859539332275,1.1138121379119152,48709.53277199082,1.1844911248509518,1.127160858084218,1.2027768592481172,1.8531152901956205
GHA,Neglected tropical diseases and malaria,76444.1099318182,1883708.2269515356,1.8947549023274044,0.6390947687416948,L,-0.4399609701012515,789.04,17859.36,54.02035479999999,1.2055999999999998,18842.2045884,-1.482073723356602,-1.3371519607101856,5281.493507040973,-1.00991757201145,0.5940397043526083,-0.937576074106514,0.3837794478311452
GIN,Neglected tropical diseases and malaria,3005.88222,1189644.60140868,0.1179715721244015,-2.1372268351493076,L,-0.5072401214689258,43.6,796.44,,1.4486,3053.1244680000004,-1.2878847399390634,-1.9797268180268408,3050.643557435063,-1.7703684919084552,-1.1091502672482598,-2.171516199385697,0.5231130190898454
GMB,Neglected tropical diseases and malaria,10106.077685714285,68916.4236394979,5.862765923881898,1.7686231985721923,L,-0.7940840376880294,100.12,4097.76,62.712215400000005,0.9686,2436.9764118,-0.6645454941030067,-1.0548780055317974,2685.014329065316,-1.5952418468377114,-0.8657485976436823,-1.16608350471377,1.059336156964237
GNB,Neglected tropical diseases and malaria,10445.430466666669,60999.576843018185,6.059632203977345,1.801650756090198,L,-0.5072401214689258,20.92,718.84,,1.5402000000000005,1526.3769999999995,-1.3833148866787637,-1.5482836995428009,2281.855422997779,-1.647507366087962,-0.5252038606681847,-1.16608350471377,-0.5704444038193469
GNQ,Neglected tropical diseases and malaria,1196.0,78454.14398585925,0.6938268498444815,-0.365518432791959,LM,-0.4779870454117954,3.34,116.98,,2.224,2361.35858,-0.3877370729215434,-1.5436938791333965,24874.70179211205,-0.6651137672894197,-1.5182391525606789,-2.415257458700104,-0.2052215579442698
GRC,Neglected tropical diseases and malaria,94.89751666666666,2930.9080797257116,0.0550522115776734,-2.8992916133893827,H,0.2951881062187891,4336.72,150813.44,2715.1557740000003,56.946000000000005,48714.6293188,1.127178183699807,0.4230441662965101,34962.40147931398,0.9199433781245676,1.1296477206089144,0.4563192525977476,-1.8624466100363852
GRD,Neglected tropical diseases and malaria,459.0,117.41361397038104,0.266276357925265,-1.323183015693518,UM,-0.3238726658817929,77.44,1381.2,,9.9439999994,376.9644047999999,-0.4592438262531174,0.6387657255385305,14439.155818064788,0.280124249103732,0.9021775140531676,0.2963640511726688,-0.4606664385852196
GTM,Neglected tropical diseases and malaria,1954.86275,38546.470045227165,1.134060421162893,0.1258133031683592,LM,-0.8004733066932486,99.44,2566.92,23.9059628,8.4648,8965.4912772,-0.4238102430226781,-0.4077133278057371,10493.190490144729,-0.6571872430429359,-0.0018747281275638,-0.5262626990134538,0.7131133435335272
HND,Neglected tropical diseases and malaria,1390.224,23506.15951672596,0.8065006174734066,-0.2150382166263982,LM,-0.8047306822554082,47.52,1026.36,69.9383956,4.2728,5237.808084400001,-0.4238102430226781,-0.2562492542953826,5659.597256564474,-0.7763328106228904,-0.3759921091864512,-0.5262626990134538,0.1220012230420717
HTI,Neglected tropical diseases and malaria,4854.964600000001,97770.34646916237,2.3184704178469993,0.8409119787697161,L,-0.5771758690325169,45.92,956.52,,1.833,24589.3873284,-1.0628404320668117,-1.4909109444252424,3257.3885005278403,-1.2038697121675912,-0.7086099718644819,-0.4462850983009133,0.3753349889669817
HUN,Neglected tropical diseases and malaria,31.313449999999996,4791.400089051496,0.0181656457953701,-4.007672724123919,UM,0.6803707045015658,2102.56,78112.24,2685.499484,32.2488,71875.4526304,0.7481050872363765,0.7351519541360284,30921.08529583642,0.6828907623781721,0.4529102560761359,1.2637121740767174,-1.0686674768050024
IDN,Neglected tropical diseases and malaria,14207.097078947369,1129846.3331745977,0.5870953128420688,-0.5325510666562819,L,-0.6656954802255216,3763.72,23272.12,210.39034100799995,3.1054000000000004,225577.216428,-0.3561563550969788,-0.5224588380408542,10027.896402198325,-0.31758521985766,0.27851902153186,-0.4196258980634005,1.2662253991362464
IND,Neglected tropical diseases and malaria,67608.85100000001,7367001.97904605,0.4284847939229151,-0.8474766905562299,L,0.0720960873777242,20999.84,361898.64,187.8770994,7.322399999999999,2253635.67836,-0.61746182271422,-0.6119603360242456,5997.703428215718,-0.7773236261537012,0.1022626400940626,-0.6633671573778073,-0.9968895764596114
IRL,Neglected tropical diseases and malaria,26.755699999999997,237.20499490746715,0.0155215911759063,-4.164879188866139,H,0.7307749947545085,3862.56,148567.64,4045.541872,34.0572,16883.00737,0.6240834065073566,0.7856399786394805,78796.19120554483,1.188206683091492,1.2448205412838769,1.0656724008837637,2.102226826688448
IRN,Neglected tropical diseases and malaria,2395.847081818182,66991.37561439401,1.3898854795041828,0.3292285497140373,LM,-0.1557949356736106,7732.64,138160.44,1107.6320056,11.578600000000002,135331.79713999998,-0.2543426108629983,0.5836878806256739,15041.31246333119,0.2729408365053547,-1.5152860033126028,0.5477222248406503,0.1431123702024811
ISL,Neglected tropical diseases and malaria,0.6266,15.535645148129053,0.0003635049365489,-7.892579336480201,H,2.279052798450904,355.56,19543.32,6682.198872,38.19,1133.7224292,1.2446929142492145,1.2331474685564368,59846.93658326752,1.3556545077984543,1.1394397417999025,1.0656724008837637,1.2408920225437552
ISR,Neglected tropical diseases and malaria,58.751442857142855,2055.6710517402903,0.0340830506031684,-3.3786617100901037,H,4.973907159605384,5799.44,244241.44,,35.7984,25646.0703424,1.2440864165759786,0.9325142317404296,39990.70193898606,0.9964838778796736,0.658542701086899,0.9285679425194104,0.4006683655594721
ITA,Neglected tropical diseases and malaria,113.42854545454544,4280.959404817721,0.0658024835912783,-2.72094573841328,H,0.7472433779301987,27038.92,1044767.56,1939.442776,40.6904,211767.055088,0.8954470267798256,0.8728465664181693,49972.48038745556,0.995988470114268,1.086438484242328,1.24847834536957,0.1051123053137447
JPN,Neglected tropical diseases and malaria,126.058575,8867.06464723301,0.0731294514950955,-2.6153873656724573,H,3.232001217456847,32291.16,953951.56,5272.902023999999,22.9328,1709055.64024,1.5721622277790648,0.9554633337874534,42257.92967148511,1.1347026444277288,1.026598354741841,0.7000605119121542,-1.334667931026157
KAZ,Neglected tropical diseases and malaria,33.6254,12616.8100602152,0.0195068606661878,-3.936476537458427,LM,-0.6258432033983137,310.16,6497.16,535.2867768,36.1964,113626.77276320002,-0.2543426108629983,0.9095651296934067,27333.243732460403,0.3777195788885594,-1.2653563195806996,0.0602397062118369,-1.0180007236200206
KEN,Neglected tropical diseases and malaria,173460.32609565216,792755.4731711735,10.216062824495433,2.323962247179325,L,-0.2059053308362432,958.72,28060.28,148.20428219999997,1.6988,59290.953204,-0.8837322135441875,-1.0617627361459043,4610.232110620364,-0.9873765186855128,-0.3242342828912252,-1.0670636181172928,1.22822533424751
KHM,Neglected tropical diseases and malaria,5338.19472,68895.91740550686,3.096808383306057,1.1303752564901275,L,-0.7358589580161591,118.96,3149.44,25.740740800000005,1.9989999999999997,10587.494602,-0.8422434767823592,-1.0525830953270952,4524.759432725333,-1.1194026881660022,-1.150183498905737,0.3344486229405448,-1.495112649445267
KOR,Neglected tropical diseases and malaria,1533.1850142857145,11450.999366471744,0.8894355591058725,-0.1171569776774769,UM,3.817072996717791,15668.2,409587.4,6080.884064,20.5616,475607.754164,1.4261136430282402,1.0633241134084632,41569.26564396438,1.04181368841425,0.8637088593742831,1.019970914762314,-0.3466662439190105
LAO,Neglected tropical diseases and malaria,1893.2812357142857,36204.34000011344,1.0983355816432356,0.0938050309479159,L,-0.8083007638890943,45.76,1306.44,15.628840000000002,3.2056000000000004,8415.247565200001,-0.1978663155550326,-0.875875009565015,5919.878821376147,-1.0081836448325314,-1.815574653169591,0.288747136819093,0.6371132137560546
LBR,Neglected tropical diseases and malaria,3711.455311111111,502570.9825288188,0.3448017580961973,-1.064756639566963,L,-0.5072401214689258,28.6,743.24,,0.6732,4521.4085844,-1.2878847399390634,-1.6194259158885735,1595.545288408795,-1.5679944197404252,-0.0674657272164091,-1.16608350471377,0.7975579321751641
LKA,Neglected tropical diseases and malaria,4749.93155,32613.399614450725,2.75554351531222,1.013618335423555,LM,-0.690422161567146,442.4,10503.36,106.5670474,7.6884000000000015,74974.4832076,-0.2543426108629983,0.1430651213228248,10999.968054238268,0.1337312544264902,-0.2877084895597593,0.2658963937583676,1.6884483423444288
LTU,Neglected tropical diseases and malaria,16.8238,1737.9502677692522,0.0097598696959979,-4.628452150171148,LM,0.2701680426927716,521.2,14151.84,2906.158892,41.2456,21687.603698,1.2541591137972343,0.4322238071153193,31533.10830529218,0.7931189901808314,0.969866803397224,0.5020207387191984,-1.7611131036664214
LVA,Neglected tropical diseases and malaria,3.3268,1130.3911360998886,0.0019299524783132,-6.245091801921756,LM,-0.1041619792970423,209.6,6386.2,1829.198268,31.3912,13563.396933200002,1.1296947912680313,0.5056609336657943,27594.885351783112,0.7148445632468075,0.9765502464323438,0.6162744540228264,-1.1066675416937388
MAR,Neglected tropical diseases and malaria,109108.0,27196.672872485044,20.0,2.995732773553866,LM,-0.0600153976816673,625.52,9553.64,870.8234672000002,6.5986,26635.4212752,-1.511975471024861,-0.1460935644696705,7496.17141389544,-0.6170592140451139,-1.214531066732234,0.0678566205654127,-0.3002217201661107
MDG,Neglected tropical diseases and malaria,24351.982628571423,677502.320810714,1.6782095324261603,0.5177334293005089,L,-0.7500759406701825,57.36,1179.48,38.3749292,1.6177999999999997,7315.641778800001,-1.582183667795631,-2.1908585568594567,1642.483307567602,-1.508545487891799,-0.5452541897735428,-1.16608350471377,-1.752668644802258
MEX,Neglected tropical diseases and malaria,90506.50459285712,157361.32555978384,20.0,2.995732773553866,UM,-0.4004159239181893,3497.52,89418.84,303.6330748,21.1272,118420.111624,-0.4816462417038926,0.5010711132563898,20862.6077118635,0.1892169241518748,0.3029213600554353,0.3572993660012702,-0.4184441442644015
MLI,Neglected tropical diseases and malaria,9845.311894444443,2146020.1627266253,0.2141994377181678,-1.5408010616302086,L,-0.4925217732812587,105.44,2811.88,33.941968599999996,1.0396,4003.253818400001,-1.3782146655675636,-1.7410561567377976,2679.265335748308,-2.0579526997261826,-0.2889519208221068,-1.265103391310248,-0.882889381793402
MMR,Neglected tropical diseases and malaria,13071.0257625,441825.2462685562,1.3812802049146842,0.3230179934908476,L,-0.7407849064408301,75.2,1745.6,24.3904088,5.7177999999999995,45057.8505552,0.2543526959842814,-1.038813634098881,4160.257687868157,-1.2278969887897442,-1.4243600922534216,1.278946002783869,1.6377815891594465
MOZ,Neglected tropical diseases and malaria,55739.113722222224,1964373.8696888704,1.3248251256985284,0.2812880182606305,L,-0.441411211580922,132.04,5272.52,32.79408900000001,0.6626000000000001,20040.8482376,-1.140076444058883,-1.598771724046252,1300.3855616581347,-1.8850553895997628,-0.6008977387636056,-1.16608350471377,-1.0897786239654117
MRT,Neglected tropical diseases and malaria,17.48,60488.76488557963,0.0101405462669578,-4.590227755537843,L,-0.842806509439879,,,,1.65,1205.464,-1.2878847399390634,-1.9361235241374963,5810.14361105773,-1.229878619851365,-0.7378306065296548,-1.16608350471377,-0.6000000098439198
MWI,Neglected tropical diseases and malaria,64224.22231578947,924734.7868100468,3.2426815788673,1.1764037191538528,L,-0.5072401214689258,332.88,9001.64,42.9861488,0.3731999999999999,17978.519106400003,-0.9663518487866488,-1.369280703576018,1500.3485355091457,-1.5744347206906932,-0.2205632013929792,-1.16608350471377,0.4893351836331908
MYS,Neglected tropical diseases and malaria,2526.657663636364,49184.067160095554,1.4657716784249462,0.382388669062513,UM,0.3205595102977949,2605.48,55587.32,1096.0548646,13.974800000000002,56728.86625879999,0.9490977587343962,0.7007283010654937,26017.720142413487,0.3222339091631748,-0.8323313824680858,-1.50122773627108,0.172667976227054
NAM,Neglected tropical diseases and malaria,14866.0,17694.843305382066,8.624105309187343,2.154562384808625,LM,-0.4431584255864033,64.68,1245.32,168.65080719999995,4.247199999999999,5608.9638,-0.3877370729215434,-0.4077133278057371,10254.713643524048,-0.7473514563466852,0.3315202790894335,-2.415257458700104,-0.4311108325606471
NER,Neglected tropical diseases and malaria,149536.33333333334,2305797.858041201,3.02794611042809,1.1078878408955477,L,-0.5072401214689258,34.96,660.08,19.779595,0.321,6958.332784000001,-1.6347626647580045,-2.0095606506879715,1463.401968659742,-2.3358764561185086,-0.1737791001471439,-1.16608350471377,-0.9968895764596114
NGA,Neglected tropical diseases and malaria,3833.021152380952,18227684.22691443,0.0098182110898554,-4.62249834613959,L,-0.5965390932024645,2139.6,34309.04,30.4566354,3.4715999999999996,70528.5225,-0.960798900109685,-1.5551684301569078,7594.354887665404,-1.3435747020118616,-0.3508126261239092,-2.2553022572750243,0.8017801616072459
NIC,Neglected tropical diseases and malaria,16415.759133333333,14794.408579080357,9.523155892379966,2.253727345240791,L,-0.7516200439326223,51.36,1387.76,,6.7478,5399.1255344,-1.0628404320668117,0.1178211090710991,6299.515574871409,-0.4238501855370798,-0.7317688791257092,0.288747136819093,-0.3804440793756651
NLD,Neglected tropical diseases and malaria,1137.1620555555555,960.309510924206,0.6596936176996541,-0.4159646089125742,H,1.6760164894550469,16957.44,859167.12,4281.813516,31.9052,62550.2333876,1.5517671302296476,0.9715277052203698,62999.86555815831,1.2560775469520056,1.1470557582817829,1.012354000408737,1.8024485370106376
NOR,Neglected tropical diseases and malaria,430.94275,277.7818940034434,0.249999707939647,-1.3862555301152355,H,1.346422634431936,4862.76,209808.6,5739.830929999999,41.2756,20221.0005844,0.8433966781901925,1.0793884848413795,85207.42722944335,1.3868651970189827,1.2600525742476367,0.981886342994438,1.0213360920755006
NPL,Neglected tropical diseases and malaria,402.1067615384615,168315.7412814873,0.1115422208963086,-2.1932624488772343,L,-0.5849687050789807,901.52,11567.88,59.65797,5.1694,8137.124040399999,-0.842358014740521,-1.4518974709453023,3508.52037662225,-1.082247105760611,-0.3497246237693546,-0.015929437323915,-0.3762218499435834
NZL,Neglected tropical diseases and malaria,6.831575,271.87410870055976,0.0039631523091357,-5.5281954668322015,H,0.7569952581257706,3266.96,128033.0,4179.645111999999,28.086,11776.8108888,1.1486204745742885,1.2560965706034597,43747.40306150099,1.2322979742125555,1.2142010464485624,1.0352047434694611,2.2668937745396383
PAK,Neglected tropical diseases and malaria,1522.492825,1046619.3844235344,0.0679186626944273,-2.689297202496669,L,-0.5323366079765423,2507.96,50960.8,218.36298560000003,8.3796,102724.429004,-0.61746182271422,-1.0938914790117371,4604.534345725936,-1.3683450902821224,-0.741250042501111,0.2163864504601283,-1.1700009831749665
PAN,Neglected tropical diseases and malaria,1398.22792,6579.375284896411,0.8111438738279279,-0.2092975094138661,UM,-0.6140284156054884,76.24,4280.52,118.2820104,14.8664,7854.0216504,-0.7564787574548428,0.6731893786090654,25958.763735724344,0.3569124527415395,0.6501495400660523,0.2468541078744295,-0.0088878893524642
PER,Neglected tropical diseases and malaria,11579.90352,90932.4292208978,5.945779418285892,1.7826833082551616,LM,-0.6981916603943965,622.88,16100.88,,14.3462,48266.29250039999,-0.6962755389557354,0.1453600315275267,12528.092016874456,0.0827042545897528,0.7769795288255256,-0.6024318425492058,-0.6380000747326562
PHL,Neglected tropical diseases and malaria,26774.69862142857,322403.33636643295,3.8774634185832166,1.3551837607473716,LM,-0.6155235363528765,608.6,15265.12,115.4890196,8.777199999999999,99546.5422768,0.039412942133762,-0.0910157195568143,7275.56410305801,-0.306190841253341,-0.3525223441096372,0.517254567426349,0.2740014825970179
PNG,Neglected tropical diseases and malaria,4073.091476470588,186768.87199649584,1.0182216185944528,0.0180674154261204,LM,-0.8153788655405375,49.68,1633.88,33.15884,0.5425999999999999,2306.65758,-1.3995141534759064,-2.1702043650171357,3770.9375784213335,-1.2950247410021507,-0.3334045884510399,0.0602397062118369,-0.5387776830787335
POL,Neglected tropical diseases and malaria,127.96904,21098.077994762283,0.0742377557699184,-2.6003477270770863,UM,0.3119632071327089,6545.88,171263.2,2251.738904,25.763999999999996,247467.471128,1.4163487598517872,0.6640097377902562,29884.23115253326,0.8156600435067692,0.9036540886772048,0.7762296554479063,-0.7562224988309474
PRI,Neglected tropical diseases and malaria,804.0392888888888,3211.542297579828,0.4664415108369353,-0.7626012065688672,UM,-0.2912377446624314,,,293.1154456,,,-0.7259081394261464,0.6146691683891559,41285.88234229262,0.3102202708520987,0.9021775140531676,0.2963640511726688,0.2866681708932631
PRT,Neglected tropical diseases and malaria,6.18774,3519.2033925683195,0.0035896489564019,-5.626918950385266,H,0.7576933230784961,4251.6,127431.44,3690.75784,44.1928,36170.0584736,0.7436194726614643,1.0449648317708449,37093.18332037167,0.7200463447835633,1.2093827503069654,0.631508282729977,-1.208001048063703
QAT,Neglected tropical diseases and malaria,42.0094,253.2839292126988,0.0243706100885089,-3.7139671311031033,H,-0.1760847243822053,762.52,20507.08,699.6647419999999,27.269,2408.958384,1.369961805366068,0.989886986857988,117119.99710764772,0.7299545000916665,-2.037060846775289,0.2392371935208548,1.371781134938292
ROU,Neglected tropical diseases and malaria,25.469900000000003,11290.651910729624,0.0147756693000451,-4.214096857845681,LM,-0.2801164056690808,1687.2,36692.92,931.5613616,26.8992,142187.626808,0.4608248454821719,0.3771459622024635,27423.4610312035,0.4874523989258137,0.3750403732716061,0.1897272502226155,-1.414890290235712
RUS,Neglected tropical diseases and malaria,235.060575,92204.56277345453,0.119028244099057,-2.1283104585180985,LM,0.5238738769881611,6103.04,95354.44,3038.264508,45.41480000000001,1224673.333888,0.0957556262539488,0.6043420724679949,32776.237809188046,0.5134613066095881,-1.1015342507663797,-0.0844816665060912,-1.31777901329783
RWA,Neglected tropical diseases and malaria,1394.7848444444444,365088.82612851734,0.1783739066559602,-1.723817272232911,L,0.0225057788146977,175.0,3518.68,35.758095000000004,0.71254,7801.1199232,-1.2878847399390634,-1.288958846411436,2101.280425014305,-1.447114924981552,-1.4361726892457254,-1.16608350471377,-1.7315574976418489
SAU,Neglected tropical diseases and malaria,692.5752,21720.51645932356,0.4017786532578693,-0.9118290667763862,UM,-0.3195537416096209,4051.96,88253.56,589.8781,22.165199999999995,63306.122842,1.087822954732511,0.8820262072369784,58198.93178177366,0.5981760344938795,-2.148347944755415,0.0678566205654127,-0.2326660492528014
SDN,Neglected tropical diseases and malaria,903.6692571428572,419302.326749482,0.1006247654413715,-2.2962575000876866,L,-0.5384291609089094,243.48,4856.4,,2.8784000000000005,27173.1927936,-0.6309188242347716,-1.467961842378219,3739.5830431078225,-1.5043345218858548,-1.4787602099811368,0.2582794794047928,0.1346679113383176
SEN,Neglected tropical diseases and malaria,95006.37815384616,485440.452245875,9.13775361945504,2.212415674942093,L,-0.2795214348056261,181.24,3415.92,435.4852584,1.1557000000000002,10467.9669544,-1.1288642282346195,-1.5046804056534564,3670.3894565647,-1.5296003179215203,0.447470244303365,-0.6405164143170818,-0.5408887977947744
SGP,Neglected tropical diseases and malaria,54564.52581,5647.49885964352,20.0,2.995732773553866,H,1.8002535864272085,3571.44,149622.84,6402.609976000002,20.4104,12778.507642,1.640414410801008,1.2813405828551865,102904.17860234065,1.2278393043239095,-0.6695973160083207,0.943801771226561,-0.0975547074261829
SLB,Neglected tropical diseases and malaria,416.0,10635.64840271734,0.2413310782067761,-1.4215440837624398,L,-0.5771758690325169,10.12,308.8,,1.8258,,-1.0628404320668117,-1.2568301035456035,2484.863991460149,-0.995550746814698,-0.0138427540276611,-0.4462850983009133,-0.5641110596712247
SLE,Neglected tropical diseases and malaria,5025.82468,965036.6119371912,0.243156671674791,-1.4140081790919672,L,-0.5072401214689258,58.96,1416.92,,0.5186,2249.7864,-1.5218206290689078,-1.8076085526741652,2628.7693181987156,-1.9489629913370357,-0.2586432838023796,-1.16608350471377,1.1480029750379557
SRB,Neglected tropical diseases and malaria,6.0392,5213.874793177821,0.0035034775180441,-5.651148986087618,UM,0.078537672786454,1172.16,24938.56,1709.916424,29.2386,39829.6700988,-0.9026283560717088,-0.0611818868956836,18124.0177351574,0.3217385013977691,-0.2903507809922484,0.1668765071618901,-1.6893352033210305
SSD,Neglected tropical diseases and malaria,47.699,765443.6754796165,0.0029095021387618,-5.836342177662831,LM,-0.4779870454117954,16.48,391.56,,0.408,,-0.3877370729215434,-1.9682522670033291,,-2.0728149326883396,-1.5446620668855688,-2.415257458700104,0.0586677815608449
SUR,Neglected tropical diseases and malaria,652.0,2825.0856729824472,0.3782400552663895,-0.9721997802029368,LM,-0.6163180276179551,15.32,267.04,,9.0446,1676.797058,-0.8943733011006089,0.3748510519977608,20743.335327749,-0.1434493903177279,0.7416971667564066,-0.5110288703063032,-0.4184441442644015
SVK,Neglected tropical diseases and malaria,9.4728,2926.5956113190164,0.0054953871097046,-5.202028191624095,UM,0.0790428851144737,711.76,20155.96,2604.693996,33.9888,34136.6889316,1.0561154061859035,0.8017043500723969,30335.36358264918,0.7200463447835627,1.0267537836496354,1.1646922874802412,-0.9588895115708752
