source,target,weight,disease
AFG-As_Expected,DNK-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,EGY-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,ESP-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,FIN-Research_Capacity,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,FRA-Research_Capacity,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,GBR-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,IRN-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,LKA-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,LSO-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,MEX-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,MYS-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,NAM-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,NPL-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,NZL-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,POL-Research_Capacity,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,QAT-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,SAU-Research_Capacity,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,SRB-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,SWE-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,THA-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,UKR-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,ZAF-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-As_Expected,ZMB-As_Expected,2,"Mental disorders, Substance use disorders"
AFG-Governance,ARE-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,ARG-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,AUS-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,AUT-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,BEN-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,BFA-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,BGD-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,BHR-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,BIH-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,BLR-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,BRA-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,CHE-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,CHL-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,CHN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,CMR-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,COD-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,CRI-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,CUB-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,DEU-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,DZA-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,EST-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,ETH-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,FIN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,GBR-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,HTI-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,IDN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,IRL-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,ISR-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,KEN-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,KHM-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,KOR-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,LAO-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,LBN-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,LKA-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,LVA-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,MAR-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,MCO-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,MDA-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,MMR-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,MNE-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,MOZ-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,MYS-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,NGA-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,NOR-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,NPL-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,NZL-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,PAK-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,PAN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,PER-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,PRI-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,PRT-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,PRY-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,PSE-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,QAT-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,ROU-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,RUS-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,RWA-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,SAU-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,SEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,SLB-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,SLE-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,SVN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,TUN-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,UKR-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,USA-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,UZB-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,VEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Governance,ZAF-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
AFG-Health_Infrastructure,ARE-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,ARG-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,AUS-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,AUT-As_Expected,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,BEL-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,BGR-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,BHS-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,BRA-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,CAN-Research_Capacity,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,CHE-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,CHL-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,COD-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,COL-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,CRI-Health_Infrastructure,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,CYP-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,CZE-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,EGY-As_Expected,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,ESP-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,FIN-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,FRA-Research_Capacity,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,GEO-As_Expected,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,GRC-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,HRV-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,HUN-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,IRL-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,IRN-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,IRQ-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,ISR-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,ITA-Research_Capacity,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,JOR-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,KOR-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,MEX-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,MYS-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,NLD-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,PAK-Health_Infrastructure,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,PER-As_Expected,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,PHL-Health_Infrastructure,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,POL-As_Expected,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,PRT-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,ROU-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,RUS-As_Expected,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,SAU-As_Expected,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,SGP-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,SRB-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,SVK-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,SWE-As_Expected,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,THA-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,TUN-Health_Infrastructure,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,TUR-Health_Infrastructure,2,"Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,TZA-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,UKR-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,VEN-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
AFG-Health_Infrastructure,VNM-As_Expected,2,"Cardiovascular diseases, Diabetes and kidney diseases"
AFG-Health_Infrastructure,ZAF-As_Expected,3,"Cardiovascular diseases, Diabetes and kidney diseases, Skin and subcutaneous diseases"
AFG-Research_Capacity,BEN-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,CAN-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,CHN-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,CMR-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,COD-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,COL-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,CUB-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,CYP-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,ECU-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,EST-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,FIN-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,GHA-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,GNB-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,GRC-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,IND-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,IRN-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,ISL-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,ISR-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,ITA-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,JPN-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,KAZ-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,LTU-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,MAR-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,MRT-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,MYS-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,NGA-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,NLD-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,PAN-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,PHL-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,POL-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,RUS-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,SAU-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,SDN-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,SEN-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,SRB-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,TUR-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,TWN-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,VEN-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,ZMB-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AFG-Research_Capacity,ZWE-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
AGO-As_Expected,ARE-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,ARG-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,AUS-As_Expected,3,"Digestive diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,AUT-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,BEL-Research_Capacity,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,BFA-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,BGD-As_Expected,3,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,BGR-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,BOL-Health_Infrastructure,2,"Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,BRA-As_Expected,2,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,BRA-Health_Infrastructure,2,"Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,BWA-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,CAN-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,CHE-As_Expected,3,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,CHL-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,CHN-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,CIV-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,COD-Health_Infrastructure,2,"HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,COL-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,CRI-Health_Infrastructure,2,"Diabetes and kidney diseases, Nutritional deficiencies"
AGO-As_Expected,CUB-As_Expected,2,"Diabetes and kidney diseases, Nutritional deficiencies"
AGO-As_Expected,CYP-As_Expected,2,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,DNK-As_Expected,2,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,DNK-Research_Capacity,2,"Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,DZA-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,ECU-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,EGY-Health_Infrastructure,2,"Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,ESP-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,EST-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,FRA-Research_Capacity,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,GEO-As_Expected,3,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,GHA-As_Expected,3,"Digestive diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,GRC-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,GTM-As_Expected,2,"Diabetes and kidney diseases, Nutritional deficiencies"
AGO-As_Expected,HRV-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,HUN-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,IDN-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,IND-As_Expected,2,"Diabetes and kidney diseases, Nutritional deficiencies"
AGO-As_Expected,IRL-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,ITA-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,JOR-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,JPN-As_Expected,3,"Digestive diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,KOR-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,KWT-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,LTU-As_Expected,2,"Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,MAR-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,MEX-As_Expected,3,"Digestive diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,MLI-As_Expected,2,"Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,MNE-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,MYS-As_Expected,3,"Digestive diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,NLD-As_Expected,3,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,NOR-As_Expected,3,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,NZL-As_Expected,2,"Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,PAK-As_Expected,2,"Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,PER-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,PHL-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,POL-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,PRI-As_Expected,2,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,PRI-Health_Infrastructure,2,"Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,PRT-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,QAT-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,ROU-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,RUS-As_Expected,3,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,RWA-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,SAU-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,SGP-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,SLE-As_Expected,2,"Digestive diseases, Nutritional deficiencies"
AGO-As_Expected,SVK-As_Expected,2,"Diabetes and kidney diseases, Digestive diseases"
AGO-As_Expected,SVN-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,SWE-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,THA-As_Expected,2,"Diabetes and kidney diseases, Nutritional deficiencies"
AGO-As_Expected,TZA-As_Expected,2,"Diabetes and kidney diseases, Nutritional deficiencies"
AGO-As_Expected,UGA-As_Expected,3,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,UKR-Health_Infrastructure,2,"HIV/AIDS and sexually transmitted infections, Nutritional deficiencies"
AGO-As_Expected,USA-As_Expected,2,"Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,VEN-As_Expected,2,"Digestive diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,VNM-As_Expected,2,"Diabetes and kidney diseases, HIV/AIDS and sexually transmitted infections"
AGO-As_Expected,ZAF-As_Expected,2,"Diabetes and kidney diseases, Nutritional deficiencies"
AGO-As_Expected,ZWE-As_Expected,4,"Diabetes and kidney diseases, Digestive diseases, HIV/AIDS and sexually transmitted infections"
ALB-As_Expected,ARG-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,AUS-As_Expected,2,"Maternal and neonatal disorders, Musculoskeletal disorders"
ALB-As_Expected,AUT-As_Expected,2,"Diabetes and kidney diseases, Musculoskeletal disorders"
ALB-As_Expected,BEL-Research_Capacity,2,"Diabetes and kidney diseases, Neurological disorders"
ALB-As_Expected,BGD-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,BGR-As_Expected,3,"Diabetes and kidney diseases, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,BIH-As_Expected,3,"Maternal and neonatal disorders, Musculoskeletal disorders, Neurological disorders"
ALB-As_Expected,BRA-As_Expected,3,"Diabetes and kidney diseases, Maternal and neonatal disorders, Neurological disorders"
ALB-As_Expected,CAN-As_Expected,4,"Diabetes and kidney diseases, Maternal and neonatal disorders, Musculoskeletal disorders"
