source,target,weight,disease
FIN-As_Expected,IRL-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,IRN-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
FIN-As_Expected,IRN-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,IRQ-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,ISL-Research_Capacity,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,ISR-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
FIN-As_Expected,ISR-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,ITA-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,ITA-Research_Capacity,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
FIN-As_Expected,JOR-As_Expected,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,JPN-As_Expected,3,"Digestive diseases, Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,KAZ-Research_Capacity,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,KEN-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,KOR-As_Expected,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,LBN-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,LBR-Health_Infrastructure,2,"Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,LKA-As_Expected,2,"Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,LKA-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,LTU-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,LVA-Research_Capacity,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,MAR-Research_Capacity,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,MDA-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,MEX-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,MKD-Research_Capacity,2,"Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,MLI-Research_Capacity,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,MLT-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,MMR-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,MOZ-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,MRT-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,MWI-As_Expected,2,"Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,MWI-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,MYS-As_Expected,4,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,NAM-Research_Capacity,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,NGA-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,NLD-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
FIN-As_Expected,NLD-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,NOR-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,NPL-As_Expected,2,"Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,NPL-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,NZL-As_Expected,2,"Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,NZL-Research_Capacity,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,PAK-As_Expected,2,"Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,PAN-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,PER-As_Expected,2,"Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,PER-Research_Capacity,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,PHL-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,PHL-Health_Infrastructure,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
FIN-As_Expected,POL-As_Expected,3,"Digestive diseases, Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,PRI-Health_Infrastructure,2,"Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,PRT-As_Expected,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,PRT-Research_Capacity,2,"Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,QAT-Research_Capacity,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,ROU-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,RUS-Research_Capacity,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,SAU-As_Expected,3,"Digestive diseases, Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,SDN-Research_Capacity,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,SEN-Research_Capacity,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,SGP-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,SLV-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,SRB-As_Expected,2,"Cardiovascular diseases, Skin and subcutaneous diseases"
FIN-As_Expected,SRB-Research_Capacity,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,SVK-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,SVN-Research_Capacity,2,"Cardiovascular diseases, Digestive diseases"
FIN-As_Expected,SWE-As_Expected,2,"Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,SWE-Research_Capacity,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,THA-As_Expected,3,"Cardiovascular diseases, Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,TUN-As_Expected,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,TUR-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,TWN-Research_Capacity,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,TZA-As_Expected,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,UGA-Research_Capacity,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,UKR-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,USA-As_Expected,2,"Digestive diseases, Skin and subcutaneous diseases"
FIN-As_Expected,USA-Research_Capacity,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,VEN-As_Expected,4,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,VNM-As_Expected,2,"Cardiovascular diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,ZAF-As_Expected,3,"Cardiovascular diseases, Neglected tropical diseases and malaria, Skin and subcutaneous diseases"
FIN-As_Expected,ZMB-As_Expected,3,"Cardiovascular diseases, Digestive diseases, Neglected tropical diseases and malaria"
FIN-As_Expected,ZWE-As_Expected,2,"Digestive diseases, Neglected tropical diseases and malaria"
FIN-Governance,FRA-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,FRA-Governance,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,GAB-As_Expected,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,GBR-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,GEO-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,GHA-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,GIN-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,GMB-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,GNB-As_Expected,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,GRC-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,GRL-Governance,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,GTM-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,GTM-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,HND-As_Expected,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,HRV-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,HRV-Governance,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,HTI-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,HUN-Governance,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,IDN-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,IND-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,IND-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,IRL-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,IRN-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,ISL-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,ISR-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,ITA-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,JPN-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,JPN-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,KAZ-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,KEN-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,KHM-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,KOR-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,KWT-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,LAO-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,LBN-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,LBR-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,LKA-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,LTU-As_Expected,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,LVA-Governance,4,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,MAR-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,MCO-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,MDA-Governance,4,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,MDG-Health_Infrastructure,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,MEX-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,MKD-Governance,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,MMR-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,MNE-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,MNG-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,MOZ-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,MWI-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,MYS-As_Expected,4,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,NER-Governance,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,NGA-Governance,4,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,NIC-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,NLD-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,NLD-Research_Capacity,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,NOR-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,NOR-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,NPL-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,NZL-As_Expected,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,OMN-Governance,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,PAK-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,PAK-Governance,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,PAN-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,PER-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,PHL-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,PNG-As_Expected,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,POL-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,PRI-As_Expected,4,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,PRT-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,PRT-Governance,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,PRY-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,PSE-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,QAT-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,ROU-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,RUS-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,RWA-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,SAU-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,SAU-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,SEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,SGP-As_Expected,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,SLB-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,SLE-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,SRB-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,SVK-As_Expected,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,SVN-Governance,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,SWE-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,SWE-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,TGO-As_Expected,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,THA-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,THA-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,TUN-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,TUR-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,TWN-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,TZA-As_Expected,2,"Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,TZA-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,UGA-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,UGA-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Governance,UKR-As_Expected,3,"Chronic respiratory diseases, Maternal and neonatal disorders, Sense organ diseases"
FIN-Governance,URY-Governance,2,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections"
FIN-Governance,USA-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,USA-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,UZB-As_Expected,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,VEN-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,VEN-Governance,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,VNM-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,ZAF-As_Expected,2,"Chronic respiratory diseases, Maternal and neonatal disorders"
FIN-Governance,ZMB-Governance,3,"Chronic respiratory diseases, HIV/AIDS and sexually transmitted infections, Sense organ diseases"
FIN-Governance,ZWE-As_Expected,2,"HIV/AIDS and sexually transmitted infections, Maternal and neonatal disorders"
FIN-Governance,ZWE-Governance,2,"Chronic respiratory diseases, Sense organ diseases"
FIN-Health_Infrastructure,FRA-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,GBR-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,GHA-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,GRC-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,GTM-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,IDN-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,IND-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,IRL-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,ISR-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,ITA-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,JAM-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,JOR-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,KEN-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,LBN-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,LVA-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,MAR-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,MEX-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,MMR-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,MNG-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,MOZ-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,MWI-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,NGA-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,PAK-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,PER-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,PHL-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,PRI-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,PRT-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,SAU-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,SEN-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,SWE-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,THA-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,TWN-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,UKR-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,USA-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,ZAF-As_Expected,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Health_Infrastructure,ZMB-Health_Infrastructure,2,"Musculoskeletal disorders, Nutritional deficiencies"
FIN-Multiple_Factors,GEO-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,GMB-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,GRC-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,GRL-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,GTM-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,HUN-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,IDN-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,IRL-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,IRN-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,ISR-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,ITA-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,JPN-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,KOR-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,KWT-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,LVA-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,MAR-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,MNE-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,MNG-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,MWI-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,NGA-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,NIC-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,NLD-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,OMN-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,PER-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,PHL-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,POL-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,PRI-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,PRT-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,RWA-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,SGP-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,SLV-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,SVN-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,SWE-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,THA-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,TZA-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,UKR-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,URY-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,USA-Multiple_Factors,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,VNM-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,ZAF-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
FIN-Multiple_Factors,ZWE-As_Expected,2,"Diabetes and kidney diseases, Respiratory infections and tuberculosis"
