node_id,ISO3,visual_factor,status,disease_count,avg_residual,cis_avg
MMR-As_Expected,MMR,As_Expected,Borderline,2,-0.426018171288308,-0.07107709820659616
MMR-Governance,MMR,Governance,Under,2,-1.3698844389769886,0.024512819883295178
MMR-Health_Infrastructure,MMR,Health_Infrastructure,Under,2,-2.4189102821140596,0.004787756031757191
MMR-Multiple_Factors,MMR,Multiple_Factors,Under,3,0.26096683472696053,0.02658230048239589
MMR-Research_Capacity,MMR,Research_Capacity,Under,2,-3.1864428329361107,0.06419750449371968
MNE-As_Expected,MNE,As_Expected,Borderline,3,0.20488883628684298,0.056907019145973424
MNE-Health_Infrastructure,MNE,Health_Infrastructure,As_Expected,3,0.04950844981527114,0.03307715102730419
MNG-As_Expected,MNG,As_Expected,Borderline,2,1.0073291071374308,-0.02272943641275494
MNG-Health_Infrastructure,MNG,Health_Infrastructure,Over_Performing,3,2.2601329643771604,0.05559711284097268
MNG-Multiple_Factors,MNG,Multiple_Factors,Over_Performing,2,2.57187271120488,-0.14268095098865274
MOZ-As_Expected,MOZ,As_Expected,Borderline,4,-0.046239285127338825,-0.10166693011372115
MOZ-Health_Infrastructure,MOZ,Health_Infrastructure,Over_Performing,2,-0.13887729914122493,-0.11655761188817035
MOZ-Multiple_Factors,MOZ,Multiple_Factors,Under,3,-1.3503499710694629,-0.0501631118289552
MOZ-Research_Capacity,MOZ,Research_Capacity,Under,2,-2.405521608963652,-0.00612695482355078
MRT-Research_Capacity,MRT,Research_Capacity,Under,2,-2.4684888014815582,0.06801549495499262
MWI-As_Expected,MWI,As_Expected,Borderline,7,0.5412459408109956,-0.18376479502034893
MWI-Health_Infrastructure,MWI,Health_Infrastructure,As_Expected,3,0.6335598746563413,-0.15359276823505089
MWI-Research_Capacity,MWI,Research_Capacity,Under,4,-2.102785934749114,-0.03208395879712748
MYS-As_Expected,MYS,As_Expected,Borderline,14,0.6792711970085612,-0.09416634575554565
MYS-Multiple_Factors,MYS,Multiple_Factors,Over_Performing,2,1.2839666285569622,-0.1508836514567976
NAM-As_Expected,NAM,As_Expected,Borderline,3,0.5956874188689473,-0.08975377312318274
NAM-Research_Capacity,NAM,Research_Capacity,Under,3,-0.5064481620476249,-0.03201702930700911
NER-As_Expected,NER,As_Expected,Borderline,2,0.34838530674114276,-0.12200508336677858
NER-Health_Infrastructure,NER,Health_Infrastructure,Over_Performing,2,-0.5373836464608198,-0.06255819709593372
NGA-Governance,NGA,Governance,Under,2,-1.8158979700560558,0.030322295930602577
NGA-Health_Infrastructure,NGA,Health_Infrastructure,Under,5,-1.552547564331424,0.03912333909347139
NGA-Multiple_Factors,NGA,Multiple_Factors,Under,4,-1.7528009568551952,0.029008107701414446
NGA-Research_Capacity,NGA,Research_Capacity,Under,4,-2.1905554325132743,0.025023518866292265
NIC-As_Expected,NIC,As_Expected,Borderline,5,0.3211244641594352,-0.057123816494539646
NIC-Health_Infrastructure,NIC,Health_Infrastructure,Under,2,-0.5502264148404712,-0.06559587825951328
NLD-As_Expected,NLD,As_Expected,Borderline,11,0.8132113619151767,-0.09856872638129674
NLD-Research_Capacity,NLD,Research_Capacity,Over_Performing,4,0.9480161539753253,0.10185058148451598
NOR-As_Expected,NOR,As_Expected,Borderline,4,0.19905885211717916,-0.1434068454266622
NOR-Governance,NOR,Governance,Over_Performing,2,2.7870982646455182,0.1321220910046058
NOR-Health_Infrastructure,NOR,Health_Infrastructure,Over_Performing,2,2.7849837120705203,0.03659660929363033
NOR-Multiple_Factors,NOR,Multiple_Factors,Over_Performing,2,1.8508400138244212,0.20181254392838793
NOR-Research_Capacity,NOR,Research_Capacity,Over_Performing,6,1.7000955677645468,-0.11618981419388401
NPL-As_Expected,NPL,As_Expected,Borderline,8,0.19918781482052714,-0.02168870729335981
NPL-Governance,NPL,Governance,Over_Performing,2,0.8737173323027752,-0.023396904687871402
NPL-Health_Infrastructure,NPL,Health_Infrastructure,Over_Performing,2,3.4003912951746598,0.1289782278487167
NPL-Research_Capacity,NPL,Research_Capacity,Over_Performing,3,2.4681043285907864,-0.09516414299936742
NZL-As_Expected,NZL,As_Expected,Borderline,9,0.6386783252249333,-0.2012425776958326
NZL-Multiple_Factors,NZL,Multiple_Factors,Under,2,-1.2451888175291754,-0.09129564881591004
NZL-Research_Capacity,NZL,Research_Capacity,As_Expected,5,-0.4639979929701624,-0.14318923976259854
OMN-As_Expected,OMN,As_Expected,Borderline,4,-0.11901149241810144,-0.040094674258907864
OMN-Research_Capacity,OMN,Research_Capacity,Under,2,-2.9100471684362867,0.04011809954304962
PAK-As_Expected,PAK,As_Expected,Borderline,8,0.40766141118699845,-0.009617246083936298
PAK-Health_Infrastructure,PAK,Health_Infrastructure,Over_Performing,3,-0.06609216047729245,-0.005757946270939409
PAK-Multiple_Factors,PAK,Multiple_Factors,Under,2,-0.05309392203535701,0.02373142215191245
PAK-Research_Capacity,PAK,Research_Capacity,Under,3,-2.1215249774012435,0.04092275171509162
PAN-As_Expected,PAN,As_Expected,Borderline,7,-0.036126477514975885,-0.05315272772405696
PAN-Governance,PAN,Governance,Under,2,-1.3711465060142365,0.04599723108247073
PAN-Research_Capacity,PAN,Research_Capacity,Under,2,-2.8122697374297223,0.04519921891687723
PER-As_Expected,PER,As_Expected,Borderline,8,0.3393157767551166,-0.03436842288902509
PER-Health_Infrastructure,PER,Health_Infrastructure,As_Expected,2,-0.13028234828069285,-0.009077150951205237
PER-Multiple_Factors,PER,Multiple_Factors,Over_Performing,2,1.6361464331528972,-0.16140363256705698
PER-Research_Capacity,PER,Research_Capacity,Over_Performing,4,2.1603371422624873,-0.04455627484466457
PHL-As_Expected,PHL,As_Expected,Borderline,8,0.23613668135421734,-0.09525559981330717
PHL-Health_Infrastructure,PHL,Health_Infrastructure,As_Expected,4,-0.6180120388019881,-0.020097930555749956
PHL-Multiple_Factors,PHL,Multiple_Factors,Under,2,-0.13732459802499453,-0.015384389773564346
PNG-As_Expected,PNG,As_Expected,Borderline,4,0.7318871444681054,-0.009182143627069792
POL-As_Expected,POL,As_Expected,Borderline,10,0.4698729936183911,-0.08413569427595582
POL-Research_Capacity,POL,Research_Capacity,As_Expected,6,-0.3374884523957635,-0.1000848610280155
PRI-As_Expected,PRI,As_Expected,Borderline,10,0.3129248663993905,-0.014834149243564479
PRI-Health_Infrastructure,PRI,Health_Infrastructure,As_Expected,3,-0.8908030227700454,0.03414136065677206
PRI-Research_Capacity,PRI,Research_Capacity,Over_Performing,3,1.7552229730991435,-0.14142526767336583
PRT-As_Expected,PRT,As_Expected,Borderline,6,0.5074588212759097,-0.07713083232308543
PRT-Multiple_Factors,PRT,Multiple_Factors,Under,3,-0.05711575956716286,-0.08678259274632515
PRT-Research_Capacity,PRT,Research_Capacity,Under,6,-0.2079470705807257,-0.05568152055543657
PRY-Governance,PRY,Governance,Over_Performing,2,2.41206543435613,-0.12048215298726353
PRY-Health_Infrastructure,PRY,Health_Infrastructure,Over_Performing,2,0.16772575971716042,-0.07213356657937421
PSE-As_Expected,PSE,As_Expected,Borderline,4,-0.18488712251698908,-0.04944788213548864
PSE-Governance,PSE,Governance,Under,2,-0.4758173931274243,-0.022350570603149107
PSE-Multiple_Factors,PSE,Multiple_Factors,Over_Performing,2,0.43789009669707024,-0.11694543686290261
QAT-As_Expected,QAT,As_Expected,Borderline,2,0.13951201961497717,-0.006098354560004942
QAT-Governance,QAT,Governance,Under,2,-1.2144259885406556,0.036370910258184855
QAT-Health_Infrastructure,QAT,Health_Infrastructure,Under,3,-2.223740895591174,0.043069451519569334
QAT-Research_Capacity,QAT,Research_Capacity,Under,7,-0.35143989671099635,-0.01581688156858637
ROU-As_Expected,ROU,As_Expected,Borderline,10,-0.21353266701242318,-0.029647285776334152
ROU-Health_Infrastructure,ROU,Health_Infrastructure,As_Expected,4,0.4128109827437509,-0.04584897933459945
RUS-As_Expected,RUS,As_Expected,Borderline,5,-0.29235554103525224,-0.02703198650737491
RUS-Health_Infrastructure,RUS,Health_Infrastructure,As_Expected,6,0.3679088883016525,-0.06632992160441002
RUS-Research_Capacity,RUS,Research_Capacity,As_Expected,4,-0.5176206075805774,0.005155242635198535
RWA-As_Expected,RWA,As_Expected,Borderline,8,0.32049499143003646,-0.08958038766565178
SAU-As_Expected,SAU,As_Expected,Borderline,7,0.5427909618651007,-0.08646832320113003
SAU-Governance,SAU,Governance,Over_Performing,2,2.7367717165581738,-0.22538892939116806
SAU-Health_Infrastructure,SAU,Health_Infrastructure,Under,3,-0.28762245486949256,-0.042740123737924386
SAU-Research_Capacity,SAU,Research_Capacity,Over_Performing,4,2.0132792940072766,-0.10447354870436683
SDN-As_Expected,SDN,As_Expected,Borderline,3,0.3454288657491708,0.034184894760132804
SDN-Health_Infrastructure,SDN,Health_Infrastructure,As_Expected,3,-0.7711589186839168,0.05890744676513899
SDN-Research_Capacity,SDN,Research_Capacity,Under,3,-0.33709172853961117,0.04848615502728129
SEN-As_Expected,SEN,As_Expected,Borderline,3,0.2366925411410344,-0.014693079143176946
SEN-Governance,SEN,Governance,Over_Performing,2,2.189328392320764,-0.045273436390503144
SEN-Health_Infrastructure,SEN,Health_Infrastructure,Over_Performing,4,1.115089536209266,-0.046223482393044295
SEN-Research_Capacity,SEN,Research_Capacity,Over_Performing,3,1.5354940317358448,-0.11152309269365458
SGP-As_Expected,SGP,As_Expected,Borderline,9,0.45140426317700466,-0.1373263542192767
SGP-Health_Infrastructure,SGP,Health_Infrastructure,Over_Performing,3,1.697859230162077,-0.19057524131238968
SGP-Research_Capacity,SGP,Research_Capacity,As_Expected,4,1.2124528839724475,0.024478550983287113
SLB-Governance,SLB,Governance,Over_Performing,3,2.6047564082511356,-0.1158150801858601
SLB-Health_Infrastructure,SLB,Health_Infrastructure,Over_Performing,2,3.6548416981236747,-0.08375932582904767
SLE-As_Expected,SLE,As_Expected,Borderline,4,-0.2398562834436903,-0.13459109481255227
SLE-Governance,SLE,Governance,Under,2,-1.53425355966397,0.02788131690725899
SLV-As_Expected,SLV,As_Expected,Borderline,2,-0.5335472359095635,0.026750144505932896
SLV-Multiple_Factors,SLV,Multiple_Factors,Over_Performing,2,1.3137596280045671,-0.03639636369202735
SLV-Research_Capacity,SLV,Research_Capacity,Over_Performing,3,0.9524098295781113,-0.007915415787471394
SRB-As_Expected,SRB,As_Expected,Borderline,7,-0.12273211679680195,-0.0016040893728460472
SRB-Multiple_Factors,SRB,Multiple_Factors,Under,2,-0.8691990507418464,-0.03040994907289123
SRB-Research_Capacity,SRB,Research_Capacity,Under,4,-1.1648338225679404,0.03037596011202026
SVK-As_Expected,SVK,As_Expected,Borderline,8,-0.22892550731257427,-0.03606328170743447
SVK-Health_Infrastructure,SVK,Health_Infrastructure,Under,4,-0.8464561530100743,0.02811207798452947
SVK-Research_Capacity,SVK,Research_Capacity,Under,2,-1.4766676628040896,0.04672935191700449
SVN-As_Expected,SVN,As_Expected,Borderline,3,0.4272044439481452,-0.07991434079127084
SVN-Governance,SVN,Governance,Over_Performing,2,-0.2765486709567391,-0.06609807643502247
SVN-Health_Infrastructure,SVN,Health_Infrastructure,Under,3,-2.861595323696902,0.04203696079264155
SVN-Multiple_Factors,SVN,Multiple_Factors,Under,3,-1.4037514408613614,-0.00677133569848994
SVN-Research_Capacity,SVN,Research_Capacity,Under,4,-0.6380561099290597,-0.05255212418871136
SWE-As_Expected,SWE,As_Expected,Borderline,11,0.5823969317652268,-0.13358089018887467
SWE-Research_Capacity,SWE,Research_Capacity,As_Expected,2,0.9985936097150856,-0.004102668481317712
SWZ-As_Expected,SWZ,As_Expected,Borderline,2,0.9386387533815181,-0.1835259633379337
SYR-As_Expected,SYR,As_Expected,Borderline,3,-0.41903739957038005,-0.11778151815040842
SYR-Multiple_Factors,SYR,Multiple_Factors,Under,2,-1.4745827964835774,0.03894657495391681
TGO-As_Expected,TGO,As_Expected,Borderline,2,-0.6416190645573703,0.037871037158085964
TGO-Health_Infrastructure,TGO,Health_Infrastructure,Over_Performing,2,1.6055191704330967,0.0009840920841122803
THA-As_Expected,THA,As_Expected,Borderline,9,-0.30780169963962156,-0.06336866356774531
THA-Health_Infrastructure,THA,Health_Infrastructure,As_Expected,2,0.009113798939100581,-0.056704579400960894
THA-Multiple_Factors,THA,Multiple_Factors,Under,3,0.19129155914207452,-0.10516985667196795
TUN-As_Expected,TUN,As_Expected,Borderline,9,0.33020392354133027,-0.023253972494150375
TUN-Health_Infrastructure,TUN,Health_Infrastructure,As_Expected,3,-0.3858813581107547,0.0013945396398315245
TUN-Research_Capacity,TUN,Research_Capacity,Under,2,0.34369487598455617,-0.11792189416053606
TUR-As_Expected,TUR,As_Expected,Borderline,11,0.4028851955849365,-0.050382277620468804
TUR-Research_Capacity,TUR,Research_Capacity,Over_Performing,3,1.1847893949329458,-0.10867576795440931
TWN-As_Expected,TWN,As_Expected,Borderline,3,-0.07925711375666351,-0.12157257825181984
TWN-Health_Infrastructure,TWN,Health_Infrastructure,Over_Performing,2,3.246780398625549,0.23953489100860698
TWN-Multiple_Factors,TWN,Multiple_Factors,Over_Performing,3,2.2266154862978262,0.7841641051297682
TWN-Research_Capacity,TWN,Research_Capacity,Over_Performing,7,1.6194984861260515,0.4213321212084183
TZA-As_Expected,TZA,As_Expected,Borderline,12,0.09752011801675188,-0.10325849197251169
UGA-As_Expected,UGA,As_Expected,Borderline,10,0.14455936019523374,-0.14932386383174806
UGA-Health_Infrastructure,UGA,Health_Infrastructure,Under,3,-1.1665527323923477,-0.04782311064154058
UGA-Research_Capacity,UGA,Research_Capacity,Under,3,-0.4582734324370877,-0.06762602958962823
UKR-As_Expected,UKR,As_Expected,Borderline,7,0.5098828239266304,-0.011058337934899983
UKR-Health_Infrastructure,UKR,Health_Infrastructure,As_Expected,5,0.01996794406162774,-0.025863776190062582
UKR-Multiple_Factors,UKR,Multiple_Factors,Over_Performing,2,0.5127750568123398,-0.09088769449353767
URY-Health_Infrastructure,URY,Health_Infrastructure,Under,2,-2.057387229827609,0.03756080960009983
URY-Multiple_Factors,URY,Multiple_Factors,Under,4,-2.0087473796832698,0.02983249559348908
URY-Research_Capacity,URY,Research_Capacity,Under,4,-1.342846372629352,0.04090293014851995
USA-As_Expected,USA,As_Expected,Borderline,4,0.14153769587510562,-0.05916546846408259
USA-Governance,USA,Governance,Under,4,-0.8495945358117429,-0.2551989970472187
USA-Health_Infrastructure,USA,Health_Infrastructure,Under,2,-1.1445132978921913,-0.009278155825264103
USA-Multiple_Factors,USA,Multiple_Factors,Under,3,-0.9592778090817807,-0.1525618759926716
USA-Research_Capacity,USA,Research_Capacity,Over_Performing,3,0.14311847684003487,-0.23837752881913277
UZB-As_Expected,UZB,As_Expected,Borderline,5,0.8248635900279144,-0.024041446519794545
UZB-Research_Capacity,UZB,Research_Capacity,Over_Performing,2,1.7119205869393526,0.034312007962378877
VEN-As_Expected,VEN,As_Expected,Borderline,10,0.5307103165272965,-0.08679004236922123
VEN-Governance,VEN,Governance,Under,2,-0.9610246487762327,-0.0036242617396394124
VEN-Multiple_Factors,VEN,Multiple_Factors,Under,2,-1.0081819711224789,0.021650751249371717
VIR-As_Expected,VIR,As_Expected,Borderline,2,0.4600250971561115,0.05972878576833744
VNM-As_Expected,VNM,As_Expected,Borderline,7,0.6518761788393673,-0.12152324300124659
VNM-Health_Infrastructure,VNM,Health_Infrastructure,As_Expected,6,-0.34092449472987063,-0.010597110869131671
VNM-Research_Capacity,VNM,Research_Capacity,Under,2,-1.7960535448824106,0.047876431239544714
YEM-As_Expected,YEM,As_Expected,Borderline,2,0.5987926900928293,0.026794782337268147
ZAF-As_Expected,ZAF,As_Expected,Borderline,12,-0.0803800058888166,-0.1400302269751739
ZAF-Health_Infrastructure,ZAF,Health_Infrastructure,As_Expected,2,-0.06799712934639507,-0.11046308038046565
ZMB-As_Expected,ZMB,As_Expected,Borderline,6,0.3662207796731303,-0.14039999756990232
ZMB-Health_Infrastructure,ZMB,Health_Infrastructure,As_Expected,4,0.25656914358949967,-0.08016084051761008
ZMB-Multiple_Factors,ZMB,Multiple_Factors,Over_Performing,2,0.330395434137987,-0.12675461945537084
ZWE-As_Expected,ZWE,As_Expected,Borderline,7,0.7492893946863249,-0.10353322428280101
ZWE-Governance,ZWE,Governance,Over_Performing,2,0.21438750726550737,0.003916716421995906
ZWE-Health_Infrastructure,ZWE,Health_Infrastructure,As_Expected,2,-1.7223427973290633,-0.061011334156566926
ZWE-Multiple_Factors,ZWE,Multiple_Factors,Over_Performing,2,2.2227042916174815,-0.20993238337954678
ZWE-Research_Capacity,ZWE,Research_Capacity,Under,2,-1.408643073516844,-0.10502833222490068
