baseline_national_pbr_gini,median_national_pbr,full_final_reduction,targeted_final_reduction,full_efficiency,targeted_efficiency,efficiency_ratio,total_countries,analysis_level
0.7687876958146646,0.27321559823892616,100.0,59.0176160595008,1.0,1.47544040148752,1.47544040148752,180,NATIONAL
