Variable,Coefficient,Std_Error,t_value,p_value,CI_2.5,CI_97.5
const,-0.95874544671176,0.09552392144234975,-10.036705280052583,3.224905707888221e-19,-1.1471950498222032,-0.7702958436013166
log_gdp_per_capita,0.05608591731744247,0.09552392144234972,0.5871400217932976,0.557821690784654,-0.13236368579300078,0.24453552042788573
resid_log_researchers_per_million,-0.03219944997225324,0.10503754950475028,-0.30655180098995966,0.7595274363670523,-0.2394175396086791,0.1750186396641726
resid_log_hospital_beds_per_capita,0.6835342110988056,0.10457380563727899,6.536380759343198,5.889046154387244e-10,0.4772309954169903,0.8898374267806209
resid_democracy_index,0.22714511439088358,0.09726174274354214,2.3354004152466747,0.02058885924942082,0.03526713721934996,0.41902309156241724
