Block,Cumulative_R2,Incremental_R2,Pct_Explained_Variance
Economic,0.30617530485202893,0.30617530485202893,55.78030839782446
Research,0.3939561002180343,0.08778079536600536,15.992275534071872
Health,0.5428889384959348,0.1489328382779005,27.133212633590865
Governance,0.5488949660665025,0.0060060275705676736,1.0942034345128249
