Index,Variables,GDP_Coeff,GDP_p,R2,IsValidStory
340,"log_total_publications, log_medical_school, altruism",,,0.2128634184071081,False
341,"log_total_publications, log_medical_school, trust_scientists",,,0.22741294159013536,False
342,"log_total_publications, sanitation, hdi",,,0.22064501277301418,False
343,"log_total_publications, sanitation, democracy_index",,,0.20070464101151497,False
344,"log_total_publications, sanitation, altruism",,,0.20141064776308182,False
345,"log_total_publications, sanitation, trust_scientists",,,0.20885272502944952,False
346,"log_total_citations, log_health_expenditure_per_capita, hdi",,,0.2366938562566846,False
347,"log_total_citations, log_health_expenditure_per_capita, democracy_index",,,0.21061537768994498,False
348,"log_total_citations, log_health_expenditure_per_capita, altruism",,,0.21144363605834016,False
349,"log_total_citations, log_health_expenditure_per_capita, trust_scientists",,,0.21941878334619525,False
350,"log_total_citations, log_hospital_beds_per_capita, hdi",,,0.2721768234456502,False
351,"log_total_citations, log_hospital_beds_per_capita, democracy_index",,,0.23165680970769864,False
352,"log_total_citations, log_hospital_beds_per_capita, altruism",,,0.23343754381197368,False
353,"log_total_citations, log_hospital_beds_per_capita, trust_scientists",,,0.2589520106579182,False
354,"log_total_citations, log_doctors_per_10k, hdi",,,0.24523281703472044,False
355,"log_total_citations, log_doctors_per_10k, democracy_index",,,0.245137813195223,False
356,"log_total_citations, log_doctors_per_10k, altruism",,,0.2492814490552152,False
357,"log_total_citations, log_doctors_per_10k, trust_scientists",,,0.2460251538418713,False
358,"log_total_citations, uhc_index, hdi",,,0.23291538836584103,False
359,"log_total_citations, uhc_index, democracy_index",,,0.22809282637943795,False
360,"log_total_citations, uhc_index, altruism",,,0.22893383037329174,False
361,"log_total_citations, uhc_index, trust_scientists",,,0.23063192199142069,False
362,"log_total_citations, log_medical_school, hdi",,,0.2617382830817866,False
363,"log_total_citations, log_medical_school, democracy_index",,,0.20864559155677898,False
364,"log_total_citations, log_medical_school, altruism",,,0.20348639764517384,False
365,"log_total_citations, log_medical_school, trust_scientists",,,0.22086513110716333,False
366,"log_total_citations, sanitation, hdi",,,0.23205886339446746,False
367,"log_total_citations, sanitation, democracy_index",,,0.20662165021467882,False
368,"log_total_citations, sanitation, altruism",,,0.20717555840078739,False
369,"log_total_citations, sanitation, trust_scientists",,,0.21565143069095805,False
370,"log_researchers_per_million, log_health_expenditure_per_capita, hdi",,,0.033246713578062526,False
371,"log_researchers_per_million, log_health_expenditure_per_capita, democracy_index",,,0.02335636752943948,False
372,"log_researchers_per_million, log_health_expenditure_per_capita, altruism",,,0.018087827342713636,False
373,"log_researchers_per_million, log_health_expenditure_per_capita, trust_scientists",,,0.020252939248445845,False
374,"log_researchers_per_million, log_hospital_beds_per_capita, hdi",,,0.19705902634429284,False
375,"log_researchers_per_million, log_hospital_beds_per_capita, democracy_index",,,0.21566463508381017,False
376,"log_researchers_per_million, log_hospital_beds_per_capita, altruism",,,0.19625963265730695,False
377,"log_researchers_per_million, log_hospital_beds_per_capita, trust_scientists",,,0.20011920252627846,False
378,"log_researchers_per_million, log_doctors_per_10k, hdi",,,0.06736492332766142,False
379,"log_researchers_per_million, log_doctors_per_10k, democracy_index",,,0.06606591463777878,False
380,"log_researchers_per_million, log_doctors_per_10k, altruism",,,0.057285098550601155,False
381,"log_researchers_per_million, log_doctors_per_10k, trust_scientists",,,0.05729013145081685,False
382,"log_researchers_per_million, uhc_index, hdi",,,0.032990487819897885,False
383,"log_researchers_per_million, uhc_index, democracy_index",,,0.03974927840993181,False
384,"log_researchers_per_million, uhc_index, altruism",,,0.032164765795228534,False
385,"log_researchers_per_million, uhc_index, trust_scientists",,,0.03213919049550207,False
386,"log_researchers_per_million, log_medical_school, hdi",,,0.027726846874974287,False
387,"log_researchers_per_million, log_medical_school, democracy_index",,,0.025162282127566993,False
388,"log_researchers_per_million, log_medical_school, altruism",,,0.021163236189858603,False
389,"log_researchers_per_million, log_medical_school, trust_scientists",,,0.0245189728185512,False
390,"log_researchers_per_million, sanitation, hdi",,,0.024964158304714434,False
391,"log_researchers_per_million, sanitation, democracy_index",,,0.022269619734780033,False
392,"log_researchers_per_million, sanitation, altruism",,,0.01835249791276916,False
393,"log_researchers_per_million, sanitation, trust_scientists",,,0.020327431918927497,False
394,"log_gdp_per_capita, rd_expenditure, log_health_expenditure_per_capita, hdi",-0.5862321773388794,0.09633477040186862,0.19261292449375877,False
395,"log_gdp_per_capita, rd_expenditure, log_health_expenditure_per_capita, democracy_index",-0.7686016802044463,0.027154178357337855,0.18889785129685832,False
396,"log_gdp_per_capita, rd_expenditure, log_health_expenditure_per_capita, altruism",-0.7038152877050532,0.0367385820761325,0.1875794141223952,False
397,"log_gdp_per_capita, rd_expenditure, log_health_expenditure_per_capita, trust_scientists",-0.7213348491247109,0.030660602805531678,0.19479099677411782,False
398,"log_gdp_per_capita, rd_expenditure, log_hospital_beds_per_capita, hdi",-0.10630070352585864,0.6754771911118518,0.28272033086579784,False
399,"log_gdp_per_capita, rd_expenditure, log_hospital_beds_per_capita, democracy_index",-0.3752070523832475,0.0014548279770647112,0.2823255034652067,False
400,"log_gdp_per_capita, rd_expenditure, log_hospital_beds_per_capita, altruism",-0.346311745746798,0.0028350102492544376,0.2790891637386408,False
401,"log_gdp_per_capita, rd_expenditure, log_hospital_beds_per_capita, trust_scientists",-0.24920968788864234,0.03930516100396606,0.289870062693252,False
402,"log_gdp_per_capita, rd_expenditure, log_doctors_per_10k, hdi",-0.25564433333846304,0.34336945341028047,0.18743048623308334,False
403,"log_gdp_per_capita, rd_expenditure, log_doctors_per_10k, democracy_index",-0.17807934636438,0.3602498994494051,0.18667548498222764,False
404,"log_gdp_per_capita, rd_expenditure, log_doctors_per_10k, altruism",-0.1307361737200017,0.5317826503071577,0.18807309499152403,False
405,"log_gdp_per_capita, rd_expenditure, log_doctors_per_10k, trust_scientists",-0.18366250757217054,0.3409800570327829,0.18850624905495617,False
406,"log_gdp_per_capita, rd_expenditure, uhc_index, hdi",-0.23554535981339783,0.3831843125726617,0.18222839924674128,False
407,"log_gdp_per_capita, rd_expenditure, uhc_index, democracy_index",-0.2903513888727868,0.16167161842679328,0.18178763102961104,False
408,"log_gdp_per_capita, rd_expenditure, uhc_index, altruism",-0.2817018587159498,0.17862391802079228,0.18204830736449995,False
409,"log_gdp_per_capita, rd_expenditure, uhc_index, trust_scientists",-0.3106521459685763,0.13197578306165111,0.18621890339927072,False
410,"log_gdp_per_capita, rd_expenditure, log_medical_school, hdi",-0.22468017804527773,0.4058333756509265,0.18382794186266227,False
411,"log_gdp_per_capita, rd_expenditure, log_medical_school, democracy_index",-0.35161498105509514,0.005276478499669184,0.1826173072402948,False
412,"log_gdp_per_capita, rd_expenditure, log_medical_school, altruism",-0.34390210055944875,0.005469447408358044,0.18285728231435094,False
413,"log_gdp_per_capita, rd_expenditure, log_medical_school, trust_scientists",-0.2883212114638125,0.02552887878658688,0.18887450329880873,False
414,"log_gdp_per_capita, rd_expenditure, sanitation, hdi",-0.19782725688282815,0.47377258703419356,0.18397963115955396,False
415,"log_gdp_per_capita, rd_expenditure, sanitation, democracy_index",-0.2661929800013424,0.1078377681150949,0.1835611066027667,False
416,"log_gdp_per_capita, rd_expenditure, sanitation, altruism",-0.26282728333506733,0.10648127824751343,0.18373285005338147,False
417,"log_gdp_per_capita, rd_expenditure, sanitation, trust_scientists",-0.24374131123375622,0.13190728375944014,0.1870972613815255,False
418,"log_gdp_per_capita, log_total_publications, log_health_expenditure_per_capita, hdi",-0.8006532629694172,0.017221517089117268,0.2522748355390082,False
419,"log_gdp_per_capita, log_total_publications, log_health_expenditure_per_capita, democracy_index",-1.0156272153887762,0.0025395555737226993,0.2408011575491078,False
420,"log_gdp_per_capita, log_total_publications, log_health_expenditure_per_capita, altruism",-0.9867926863334712,0.00232211319084078,0.24041017126135822,False
421,"log_gdp_per_capita, log_total_publications, log_health_expenditure_per_capita, trust_scientists",-1.0057159317104643,0.001710708137872099,0.2499120985327108,False
422,"log_gdp_per_capita, log_total_publications, log_hospital_beds_per_capita, hdi",-0.1456404083477288,0.5750389096020359,0.2552688641416012,False
423,"log_gdp_per_capita, log_total_publications, log_hospital_beds_per_capita, democracy_index",-0.36018360583659176,0.0029186500084240094,0.2611643086603561,False
424,"log_gdp_per_capita, log_total_publications, log_hospital_beds_per_capita, altruism",-0.31321317292974005,0.008405946588661672,0.25394570967782715,False
425,"log_gdp_per_capita, log_total_publications, log_hospital_beds_per_capita, trust_scientists",-0.23151970152201853,0.06584876633807643,0.25965014934252073,False
426,"log_gdp_per_capita, log_total_publications, log_doctors_per_10k, hdi",-0.2819908933339064,0.27847162191367925,0.24492924876298494,False
427,"log_gdp_per_capita, log_total_publications, log_doctors_per_10k, democracy_index",-0.10958636145642593,0.5487542305374018,0.24283305932721155,False
428,"log_gdp_per_capita, log_total_publications, log_doctors_per_10k, altruism",-0.037764825729786886,0.846919193163651,0.24136934955360712,False
429,"log_gdp_per_capita, log_total_publications, log_doctors_per_10k, trust_scientists",-0.07927677231826044,0.6578751703945651,0.2404645211620854,False
430,"log_gdp_per_capita, log_total_publications, uhc_index, hdi",-0.24768713757094338,0.34588435101094217,0.22643549479699254,False
431,"log_gdp_per_capita, log_total_publications, uhc_index, democracy_index",-0.24829206014530775,0.21132035369726812,0.22851847796517266,False
432,"log_gdp_per_capita, log_total_publications, uhc_index, altruism",-0.22473325119238946,0.26071425346153776,0.22636066667755872,False
433,"log_gdp_per_capita, log_total_publications, uhc_index, trust_scientists",-0.23089749745924432,0.2383232333157705,0.22834639352246555,False
434,"log_gdp_per_capita, log_total_publications, log_medical_school, hdi",-0.31783177313775535,0.21575778113261904,0.2678893160861544,False
435,"log_gdp_per_capita, log_total_publications, log_medical_school, democracy_index",-0.43185097625288793,0.00035278731289086233,0.26704000339804956,False
436,"log_gdp_per_capita, log_total_publications, log_medical_school, altruism",-0.4303096893340934,0.00027630430304041476,0.2670248919719842,False
437,"log_gdp_per_capita, log_total_publications, log_medical_school, trust_scientists",-0.39826660753115817,0.0015510977552760125,0.2680252237138161,False
438,"log_gdp_per_capita, log_total_publications, sanitation, hdi",-0.24492667202015933,0.36291860568514933,0.22411501397665934,False
439,"log_gdp_per_capita, log_total_publications, sanitation, democracy_index",-0.39008343302014004,0.017511318977989816,0.22465903714273705,False
440,"log_gdp_per_capita, log_total_publications, sanitation, altruism",-0.36402503020629556,0.02439581891622076,0.22292591148691887,False
441,"log_gdp_per_capita, log_total_publications, sanitation, trust_scientists",-0.33473106947539394,0.036407440460291506,0.22730553409179444,False
442,"log_gdp_per_capita, log_total_citations, log_health_expenditure_per_capita, hdi",-0.7181846067027104,0.032437315143818396,0.2552898519839445,False
443,"log_gdp_per_capita, log_total_citations, log_health_expenditure_per_capita, democracy_index",-0.9694946317861804,0.0038101117699686333,0.24545016054221735,False
444,"log_gdp_per_capita, log_total_citations, log_health_expenditure_per_capita, altruism",-0.8987880936591006,0.005383837035171631,0.24369235309550596,False
445,"log_gdp_per_capita, log_total_citations, log_health_expenditure_per_capita, trust_scientists",-0.9227723038964377,0.0038665359278977985,0.2537576295040086,False
446,"log_gdp_per_capita, log_total_citations, log_hospital_beds_per_capita, hdi",-0.14857642599272303,0.5621643219007685,0.27349383119526083,False
447,"log_gdp_per_capita, log_total_citations, log_hospital_beds_per_capita, democracy_index",-0.3940737483189197,0.0011951659657322145,0.2739306795191617,False
448,"log_gdp_per_capita, log_total_citations, log_hospital_beds_per_capita, altruism",-0.36473273054820854,0.002475685219675027,0.2703645248852864,False
449,"log_gdp_per_capita, log_total_citations, log_hospital_beds_per_capita, trust_scientists",-0.28117987642888426,0.02613757145320419,0.2784528360598325,False
450,"log_gdp_per_capita, log_total_citations, log_doctors_per_10k, hdi",-0.2809938874361769,0.27855191887542013,0.2499950823740894,False
451,"log_gdp_per_capita, log_total_citations, log_doctors_per_10k, democracy_index",-0.16502534115390924,0.3696076726046722,0.24840644903651465,False
452,"log_gdp_per_capita, log_total_citations, log_doctors_per_10k, altruism",-0.10166049740425705,0.6049312363789179,0.2503637313689372,False
453,"log_gdp_per_capita, log_total_citations, log_doctors_per_10k, trust_scientists",-0.15946693209021967,0.3781763680180551,0.24917516165300835,False
454,"log_gdp_per_capita, log_total_citations, uhc_index, hdi",-0.2520502603679527,0.3342521794532608,0.2367611895066568,False
455,"log_gdp_per_capita, log_total_citations, uhc_index, democracy_index",-0.28699613363013704,0.14859839818116993,0.2367268510345577,False
456,"log_gdp_per_capita, log_total_citations, uhc_index, altruism",-0.2753507397801924,0.16865328786434888,0.23677009480888966,False
457,"log_gdp_per_capita, log_total_citations, uhc_index, trust_scientists",-0.2947242943068849,0.13349601471269998,0.23991307474750645,False
458,"log_gdp_per_capita, log_total_citations, log_medical_school, hdi",-0.3107470278236449,0.22613308778129984,0.2675458442008841,False
459,"log_gdp_per_capita, log_total_citations, log_medical_school, democracy_index",-0.4596194415646476,0.00017733326778635874,0.26639744050981784,False
460,"log_gdp_per_capita, log_total_citations, log_medical_school, altruism",-0.4716128411789032,0.00010404253402408624,0.26560297665600197,False
461,"log_gdp_per_capita, log_total_citations, log_medical_school, trust_scientists",-0.4355939237755305,0.0006778121922182242,0.26789361733798156,False
462,"log_gdp_per_capita, log_total_citations, sanitation, hdi",-0.24676206375297893,0.3557649204232307,0.23558115252317258,False
463,"log_gdp_per_capita, log_total_citations, sanitation, democracy_index",-0.4126482416575583,0.011822233793412297,0.2332681955121626,False
464,"log_gdp_per_capita, log_total_citations, sanitation, altruism",-0.40431209230942733,0.012589687012072751,0.23334297816643634,False
465,"log_gdp_per_capita, log_total_citations, sanitation, trust_scientists",-0.3796109619882193,0.017780612453862567,0.23904814752594572,False
466,"log_gdp_per_capita, log_researchers_per_million, log_health_expenditure_per_capita, hdi",-0.960161149526498,0.010693948383946857,0.06661304660303757,False
467,"log_gdp_per_capita, log_researchers_per_million, log_health_expenditure_per_capita, democracy_index",-1.0386106434563964,0.00558234920326019,0.06296696479392117,False
468,"log_gdp_per_capita, log_researchers_per_million, log_health_expenditure_per_capita, altruism",-1.0673286264773842,0.0032569754254198934,0.06286180907975203,False
469,"log_gdp_per_capita, log_researchers_per_million, log_health_expenditure_per_capita, trust_scientists",-1.0841686844549943,0.002606198364861434,0.06697693345533773,False
470,"log_gdp_per_capita, log_researchers_per_million, log_hospital_beds_per_capita, hdi",-0.05669082126681411,0.8402984835877744,0.1972347746300156,False
471,"log_gdp_per_capita, log_researchers_per_million, log_hospital_beds_per_capita, democracy_index",-0.17561269655549044,0.31088801452456855,0.21999457778104536,False
472,"log_gdp_per_capita, log_researchers_per_million, log_hospital_beds_per_capita, altruism",-0.12396442472833646,0.49672881119873524,0.19825854897558193,False
473,"log_gdp_per_capita, log_researchers_per_million, log_hospital_beds_per_capita, trust_scientists",-0.06868725048384532,0.6920289533186391,0.2007954607849769,False
474,"log_gdp_per_capita, log_researchers_per_million, log_doctors_per_10k, hdi",-0.4753898618633713,0.11130884442603604,0.0800259978681288,False
475,"log_gdp_per_capita, log_researchers_per_million, log_doctors_per_10k, democracy_index",-0.09227753337671313,0.6781696400634409,0.06693244937704046,False
476,"log_gdp_per_capita, log_researchers_per_million, log_doctors_per_10k, altruism",-0.017193914524732422,0.9432762409202218,0.05731082687424194,False
477,"log_gdp_per_capita, log_researchers_per_million, log_doctors_per_10k, trust_scientists",-0.03434918439861284,0.8763246098716753,0.05741321253216369,False
478,"log_gdp_per_capita, log_researchers_per_million, uhc_index, hdi",-0.3909271382237652,0.19671241164679465,0.04163957826784781,False
479,"log_gdp_per_capita, log_researchers_per_million, uhc_index, democracy_index",-0.23599776657065777,0.33449282096069277,0.04455874428258477,False
480,"log_gdp_per_capita, log_researchers_per_million, uhc_index, altruism",-0.21279630958501822,0.39832923659184527,0.03587953704358804,False
481,"log_gdp_per_capita, log_researchers_per_million, uhc_index, trust_scientists",-0.19938340051349746,0.4181425045378726,0.03555341787377109,False
482,"log_gdp_per_capita, log_researchers_per_million, log_medical_school, hdi",-0.35763305554333696,0.2418003258673136,0.034881377742776665,False
483,"log_gdp_per_capita, log_researchers_per_million, log_medical_school, democracy_index",-0.36036222832102355,0.0578467427627794,0.04388846650614264,False
484,"log_gdp_per_capita, log_researchers_per_million, log_medical_school, altruism",-0.32226221032518587,0.10335539937494945,0.03506266457146723,False
485,"log_gdp_per_capita, log_researchers_per_million, log_medical_school, trust_scientists",-0.28440493768945835,0.1293041031488467,0.03654349588343797,False
486,"log_gdp_per_capita, log_researchers_per_million, sanitation, hdi",-0.40038302962162187,0.19302145816266145,0.03382977959156863,False
487,"log_gdp_per_capita, log_researchers_per_million, sanitation, democracy_index",-0.40897085060907534,0.05261507958309064,0.04186797590938496,False
488,"log_gdp_per_capita, log_researchers_per_million, sanitation, altruism",-0.3728597426042711,0.08417259852908646,0.034008930458230724,False
489,"log_gdp_per_capita, log_researchers_per_million, sanitation, trust_scientists",-0.3539579726862244,0.08795802021260095,0.03558289257523528,False
490,"log_population, rd_expenditure, log_health_expenditure_per_capita, hdi",,,0.3696487870794313,False
491,"log_population, rd_expenditure, log_health_expenditure_per_capita, democracy_index",,,0.3713237974575948,False
492,"log_population, rd_expenditure, log_health_expenditure_per_capita, altruism",,,0.3600484689121539,False
493,"log_population, rd_expenditure, log_health_expenditure_per_capita, trust_scientists",,,0.368879315057811,False
494,"log_population, rd_expenditure, log_hospital_beds_per_capita, hdi",,,0.36189729113519953,False
495,"log_population, rd_expenditure, log_hospital_beds_per_capita, democracy_index",,,0.3774785124144149,False
496,"log_population, rd_expenditure, log_hospital_beds_per_capita, altruism",,,0.3636509010542601,False
497,"log_population, rd_expenditure, log_hospital_beds_per_capita, trust_scientists",,,0.365101141519259,False
498,"log_population, rd_expenditure, log_doctors_per_10k, hdi",,,0.38948617604995295,False
499,"log_population, rd_expenditure, log_doctors_per_10k, democracy_index",,,0.38760630769444526,False
500,"log_population, rd_expenditure, log_doctors_per_10k, altruism",,,0.36832540046280837,False
501,"log_population, rd_expenditure, log_doctors_per_10k, trust_scientists",,,0.36757303126257135,False
502,"log_population, rd_expenditure, uhc_index, hdi",,,0.36037230570444323,False
503,"log_population, rd_expenditure, uhc_index, democracy_index",,,0.375349397141845,False
504,"log_population, rd_expenditure, uhc_index, altruism",,,0.36121946221155776,False
505,"log_population, rd_expenditure, uhc_index, trust_scientists",,,0.36384880271451236,False
506,"log_population, rd_expenditure, log_medical_school, hdi",,,0.4534330919924324,False
507,"log_population, rd_expenditure, log_medical_school, democracy_index",,,0.4701553677686804,False
508,"log_population, rd_expenditure, log_medical_school, altruism",,,0.44735312072927436,False
509,"log_population, rd_expenditure, log_medical_school, trust_scientists",,,0.440582707143395,False
510,"log_population, rd_expenditure, sanitation, hdi",,,0.36042639356315476,False
511,"log_population, rd_expenditure, sanitation, democracy_index",,,0.37501977423791966,False
512,"log_population, rd_expenditure, sanitation, altruism",,,0.362319488282542,False
513,"log_population, rd_expenditure, sanitation, trust_scientists",,,0.3639767289623541,False
514,"log_population, log_total_publications, log_health_expenditure_per_capita, hdi",,,0.33637930208538047,False
515,"log_population, log_total_publications, log_health_expenditure_per_capita, democracy_index",,,0.34816680640040376,False
516,"log_population, log_total_publications, log_health_expenditure_per_capita, altruism",,,0.3263941691759783,False
517,"log_population, log_total_publications, log_health_expenditure_per_capita, trust_scientists",,,0.33135603306990813,False
518,"log_population, log_total_publications, log_hospital_beds_per_capita, hdi",,,0.3176532574107238,False
519,"log_population, log_total_publications, log_hospital_beds_per_capita, democracy_index",,,0.345956663340106,False
520,"log_population, log_total_publications, log_hospital_beds_per_capita, altruism",,,0.31689083477709157,False
521,"log_population, log_total_publications, log_hospital_beds_per_capita, trust_scientists",,,0.31418409505486733,False
522,"log_population, log_total_publications, log_doctors_per_10k, hdi",,,0.3679376170329911,False
523,"log_population, log_total_publications, log_doctors_per_10k, democracy_index",,,0.35517290328364315,False
524,"log_population, log_total_publications, log_doctors_per_10k, altruism",,,0.3217575415385454,False
525,"log_population, log_total_publications, log_doctors_per_10k, trust_scientists",,,0.31949650094309967,False
526,"log_population, log_total_publications, uhc_index, hdi",,,0.3216285299682894,False
527,"log_population, log_total_publications, uhc_index, democracy_index",,,0.34416692554880324,False
528,"log_population, log_total_publications, uhc_index, altruism",,,0.31543889888486343,False
529,"log_population, log_total_publications, uhc_index, trust_scientists",,,0.3134788472005484,False
530,"log_population, log_total_publications, log_medical_school, hdi",,,0.44677823096749714,False
531,"log_population, log_total_publications, log_medical_school, democracy_index",,,0.466296180779297,False
532,"log_population, log_total_publications, log_medical_school, altruism",,,0.4431050667593782,False
533,"log_population, log_total_publications, log_medical_school, trust_scientists",,,0.43814313853101294,False
534,"log_population, log_total_publications, sanitation, hdi",,,0.31397720674533014,False
535,"log_population, log_total_publications, sanitation, democracy_index",,,0.34370479298732615,False
536,"log_population, log_total_publications, sanitation, altruism",,,0.3156474862693537,False
537,"log_population, log_total_publications, sanitation, trust_scientists",,,0.315146609093776,False
538,"log_population, log_total_citations, log_health_expenditure_per_capita, hdi",,,0.34416874151600063,False
539,"log_population, log_total_citations, log_health_expenditure_per_capita, democracy_index",,,0.3492837306911697,False
540,"log_population, log_total_citations, log_health_expenditure_per_capita, altruism",,,0.33199417343958126,False
541,"log_population, log_total_citations, log_health_expenditure_per_capita, trust_scientists",,,0.33861646490837827,False
542,"log_population, log_total_citations, log_hospital_beds_per_capita, hdi",,,0.3293472708823869,False
543,"log_population, log_total_citations, log_hospital_beds_per_capita, democracy_index",,,0.3515159192158027,False
544,"log_population, log_total_citations, log_hospital_beds_per_capita, altruism",,,0.33058732790329226,False
545,"log_population, log_total_citations, log_hospital_beds_per_capita, trust_scientists",,,0.3306051948887371,False
546,"log_population, log_total_citations, log_doctors_per_10k, hdi",,,0.3719899976814173,False
547,"log_population, log_total_citations, log_doctors_per_10k, democracy_index",,,0.36344246222769216,False
548,"log_population, log_total_citations, log_doctors_per_10k, altruism",,,0.3387924072586228,False
549,"log_population, log_total_citations, log_doctors_per_10k, trust_scientists",,,0.3377832184889068,False
550,"log_population, log_total_citations, uhc_index, hdi",,,0.3318902895581278,False
551,"log_population, log_total_citations, uhc_index, democracy_index",,,0.3501488040832762,False
552,"log_population, log_total_citations, uhc_index, altruism",,,0.3294441676048606,False
553,"log_population, log_total_citations, uhc_index, trust_scientists",,,0.32944253861129147,False
554,"log_population, log_total_citations, log_medical_school, hdi",,,0.4586311609930913,False
555,"log_population, log_total_citations, log_medical_school, democracy_index",,,0.47462457696178995,False
556,"log_population, log_total_citations, log_medical_school, altruism",,,0.45832369778111115,False
557,"log_population, log_total_citations, log_medical_school, trust_scientists",,,0.4538352758805241,False
558,"log_population, log_total_citations, sanitation, hdi",,,0.3262087485011024,False
559,"log_population, log_total_citations, sanitation, democracy_index",,,0.34791747825331365,False
560,"log_population, log_total_citations, sanitation, altruism",,,0.32787959729894567,False
561,"log_population, log_total_citations, sanitation, trust_scientists",,,0.329687396599319,False
562,"log_population, log_researchers_per_million, log_health_expenditure_per_capita, hdi",,,0.3410264591060669,False
563,"log_population, log_researchers_per_million, log_health_expenditure_per_capita, democracy_index",,,0.3583424338205482,False
564,"log_population, log_researchers_per_million, log_health_expenditure_per_capita, altruism",,,0.3354263204235983,False
565,"log_population, log_researchers_per_million, log_health_expenditure_per_capita, trust_scientists",,,0.33747013443420604,False
566,"log_population, log_researchers_per_million, log_hospital_beds_per_capita, hdi",,,0.3101725312105771,False
567,"log_population, log_researchers_per_million, log_hospital_beds_per_capita, democracy_index",,,0.3430914183492265,False
568,"log_population, log_researchers_per_million, log_hospital_beds_per_capita, altruism",,,0.3031812707804329,False
569,"log_population, log_researchers_per_million, log_hospital_beds_per_capita, trust_scientists",,,0.2959348356682884,False
570,"log_population, log_researchers_per_million, log_doctors_per_10k, hdi",,,0.3675877408566477,False
571,"log_population, log_researchers_per_million, log_doctors_per_10k, democracy_index",,,0.3536494943105005,False
572,"log_population, log_researchers_per_million, log_doctors_per_10k, altruism",,,0.3088739045162736,False
573,"log_population, log_researchers_per_million, log_doctors_per_10k, trust_scientists",,,0.3026602543780552,False
574,"log_population, log_researchers_per_million, uhc_index, hdi",,,0.31730383932242656,False
575,"log_population, log_researchers_per_million, uhc_index, democracy_index",,,0.34179894235104835,False
576,"log_population, log_researchers_per_million, uhc_index, altruism",,,0.30257907694834074,False
577,"log_population, log_researchers_per_million, uhc_index, trust_scientists",,,0.2971061174767097,False
578,"log_population, log_researchers_per_million, log_medical_school, hdi",,,0.43075246517881505,False
579,"log_population, log_researchers_per_million, log_medical_school, democracy_index",,,0.45059329769841816,False
580,"log_population, log_researchers_per_million, log_medical_school, altruism",,,0.4092218142944729,False
581,"log_population, log_researchers_per_million, log_medical_school, trust_scientists",,,0.39692670929874485,False
582,"log_population, log_researchers_per_million, sanitation, hdi",,,0.3074342314218216,False
583,"log_population, log_researchers_per_million, sanitation, democracy_index",,,0.34372832588941216,False
584,"log_population, log_researchers_per_million, sanitation, altruism",,,0.30469904051969876,False
585,"log_population, log_researchers_per_million, sanitation, trust_scientists",,,0.3006726358082682,False
586,"foreign_aid_received, rd_expenditure, log_health_expenditure_per_capita, hdi",,,0.19397419487517698,False
587,"foreign_aid_received, rd_expenditure, log_health_expenditure_per_capita, democracy_index",,,0.17388141316008643,False
588,"foreign_aid_received, rd_expenditure, log_health_expenditure_per_capita, altruism",,,0.1749894176520489,False
589,"foreign_aid_received, rd_expenditure, log_health_expenditure_per_capita, trust_scientists",,,0.18003451719151764,False
590,"foreign_aid_received, rd_expenditure, log_hospital_beds_per_capita, hdi",,,0.2824728405408712,False
591,"foreign_aid_received, rd_expenditure, log_hospital_beds_per_capita, democracy_index",,,0.2496687830187655,False
592,"foreign_aid_received, rd_expenditure, log_hospital_beds_per_capita, altruism",,,0.2501580847166225,False
593,"foreign_aid_received, rd_expenditure, log_hospital_beds_per_capita, trust_scientists",,,0.27740802724773883,False
594,"foreign_aid_received, rd_expenditure, log_doctors_per_10k, hdi",,,0.19782824610545424,False
595,"foreign_aid_received, rd_expenditure, log_doctors_per_10k, democracy_index",,,0.19585149988164363,False
596,"foreign_aid_received, rd_expenditure, log_doctors_per_10k, altruism",,,0.2010957126973314,False
597,"foreign_aid_received, rd_expenditure, log_doctors_per_10k, trust_scientists",,,0.1962011679715756,False
598,"foreign_aid_received, rd_expenditure, uhc_index, hdi",,,0.1920504226568337,False
599,"foreign_aid_received, rd_expenditure, uhc_index, democracy_index",,,0.1813151133541212,False
600,"foreign_aid_received, rd_expenditure, uhc_index, altruism",,,0.1824019613766259,False
601,"foreign_aid_received, rd_expenditure, uhc_index, trust_scientists",,,0.18303313444735214,False
602,"foreign_aid_received, rd_expenditure, log_medical_school, hdi",,,0.19251582950362378,False
603,"foreign_aid_received, rd_expenditure, log_medical_school, democracy_index",,,0.14773232812567771,False
604,"foreign_aid_received, rd_expenditure, log_medical_school, altruism",,,0.1482033860040407,False
605,"foreign_aid_received, rd_expenditure, log_medical_school, trust_scientists",,,0.16696048682826303,False
606,"foreign_aid_received, rd_expenditure, sanitation, hdi",,,0.19426541291044386,False
607,"foreign_aid_received, rd_expenditure, sanitation, democracy_index",,,0.17595521976150907,False
608,"foreign_aid_received, rd_expenditure, sanitation, altruism",,,0.17579191861386867,False
609,"foreign_aid_received, rd_expenditure, sanitation, trust_scientists",,,0.18048146389094455,False
610,"foreign_aid_received, log_total_publications, log_health_expenditure_per_capita, hdi",,,0.22910759965794059,False
611,"foreign_aid_received, log_total_publications, log_health_expenditure_per_capita, democracy_index",,,0.2047040981129289,False
612,"foreign_aid_received, log_total_publications, log_health_expenditure_per_capita, altruism",,,0.20366904768464356,False
613,"foreign_aid_received, log_total_publications, log_health_expenditure_per_capita, trust_scientists",,,0.212413132603974,False
