Variable,Coefficient,Std_Error,t_value,p_value
const,-0.95874544671176,0.09381887354481439,-10.219110616946352,9.693957260932792e-20
PC_Economic,0.07413782237696191,0.12686082642568042,0.5844028016039646,0.5596574895524855
PC_Research,0.616155957927345,0.07988567514266924,7.712971779069791,7.22800143425188e-13
PC_Health,-0.317958709325565,0.14357737496621137,-2.2145460550479594,0.028005841186229785
PC_Governance,-0.07593814764207531,0.12020035264008418,-0.6317631019723947,0.5283173911708781
